ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
12,-46551416,-23574346,355030885000066,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,6039-9,RUA GRECCO,S/N,ALTO DA MO-CA,RUA GOMES E 18 DE FEVEREIRO
13,-46546981,-23567983,355030885000019,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,7216-8,P+. RUA CODAJAS,S/N,VILA FORMOSA,PRA+A LEIT+O BANDEIRA
14,-46536050,-23576820,355030885000058,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,7043-2,AV. ANT+NIO MANOGRASSO,234,VL. FORMOSA,TV DA AV JOAO XXIII
15,-46534859,-23562772,355030885000038,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,1030-8,AV. TRUMAIN,S/N,VL. FORMOSA,PRACA LIBERIA
16,-46559014,-23554939,355030885000100,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,5186-1,RUA CANUTO DE ABREU,S/N,VL. GOMES CARDIM,RUA EMILIA MARENGO
17,-46550106,-23558515,355030885000073,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,4041-0,RUA MARAGUEIP-,S/N,VL. FORMOSA,TV RUA PRETORIA
18,-46553503,-23550895,355030820000088,3550308005077,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,7030-0,RUA BENDIAP-,S/N,TATUAP+,RUA ANTONIO DE BARROS
19,-46552720,-23539316,355030820000099,3550308005077,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,4057-6,RUA DIAMANTE PRETO,35,ARICANDUVA,VIADUTO VILA CARRAO
20,-46543190,-23545946,355030820000024,3550308005077,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,5033-4,RUA DENTISTA BARRETO,516,VL. CARR+O,AV CONSELHEIRO CARRAO
21,-46533973,-23549974,355030820000004,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,1055-3,RUA LU-S PINTO,S/N,VL. CARR+O,RUA CONSELHEIRO CARRAO
22,-46545154,-23541060,355030820000049,3550308005077,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,1031-6,RUA COMENDADOR GIL PINHEIRO,325,VL. CALIF-RNIA,
23,-46539533,-23543654,355030820000114,3550308005077,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,6129-8,RUA JERICIANO,S/N,VL. MANCHESTER,
24,-46528156,-23580624,355030885000104,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,,7088-2,RUA MARIA FRANCISCA DO NASCIMENTO,12,VL. CRUZEIRO,TV ES BARREIRA GRANDE
25,-46515555,-23586503,355030804000110,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,6108-5,RUA ROMILDO FINOZZI,21,JD. IVA,ES BARREIRA GRANDE ALTURA 31
26,-46519209,-23582070,355030804000078,3550308005153,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,5140-3,RUA ALFARO,S/N,VL. RICA,PORT 19/94
27,-46515046,-23583043,355030804000097,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,1049-9,RUA REVOLU++O NATIVISTA de 1817,S/N,VL. RICA,CENTRO ESPORTIVO MUNICIPAL
28,-46529558,-23573437,355030804000084,3550308005153,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,5110-1,P+. AGENOR CARDIM,S/N,CH-CARA BELENZINHO,CONFINADA V FORMOSA
29,-46523498,-23570694,355030804000022,3550308005153,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,4109-2,AV. DOS PEQUIS,20,JD. VL. FORMOSA,TV RUA MONS ANTONIO DE CASTR
30,-46523490,-23568433,355030804000022,3550308005153,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,7059-9,AV. AZEREDO COUTINHO,S/N,JD VL. FORMOSA,TV RUA CARNEIRO RIBEIRO
31,-46506392,-23588006,355030804000111,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,7118-8,AV. RUFINO FERNANDES INIVARRI,S/N,BARREIRA GRANDE,COHAB INOCOOP
32,-46509912,-23579707,355030804000119,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,3074-0,RUA MARECHAL MARQUES PORTO,S/N,VL. NOVA YORK,
33,-46509083,-23579762,355030804000089,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,7189-7,P+. EUL-LIA DE CARVALHO,S/N,VILA NOVA YORK,
34,-46512929,-23573314,355030804000014,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,4059-2,RUA PETROBR-S,S/N,VL. ANTONIETA,TV AV INCONFIDENCIA MINEIRA
35,-46509725,-23566091,355030804000071,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,6062-3,AV. ODILON PIRES,S/N,JD. ARICANDUVA,AV CONSELHEIRO CARRAO
36,-46527727,-23551127,355030820000052,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,,4040-1,RUA S+O VALENTIM,81,VL. CARR+O,PROXIMO LARGO DE VILA CARRAO
37,-46519026,-23558204,355030804000067,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,,3060-0,AV. PROF. CARLOS CALIOLLI,130,PQ. MARIA LUIZA,PAREL AV RIO DAS PEDRAS
38,-46793090,-23599800,355030865000088,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,3104-6,RUA FREI APOLONIO TODI,S/N,JD. JO+O XXIII,S/INFOR
39,-46781585,-23596426,355030865000022,3550308005240,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,5088-1,RUA PROF. JO+O DE LORENZO,S/N,JD. S+O JORGE,PROXIMO CEMITERIO ISRAELITA
40,-46765891,-23596984,355030865000035,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,5119-5,RUA JER+NIMO FERNANDES,S/N,JD. GUARAU,ESTR DO JAGUARE
41,-46758441,-23596387,355030894000067,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,1153-3,RUA NATAL PIGASSI,S/N,JD. CELESTE,
42,-46751961,-23597146,355030894000034,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,4096-7,RUA EDWARD CARMILLO,S/N,JD. CELESTE,CLUBE SOLAR DOS AMIGOS
43,-46742590,-23614128,355030894000190,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,6104-2,RUA HEITOR DE SOUZA PINHEIRO,S/N,MORUMBI,AV JUARES TAVORA
44,-46739099,-23604228,355030894000011,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,3086-4,AV ALFREDO GIOELLI,S/N,FERREIRA,TV AV PROF FRANCISCO MORATO
45,-46741853,-23600215,355030894000110,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,7071-8,AV. CL-UDIO FRANCHI,49,BUTANT+,AV PROF FRANCISCO MORATO
46,-46732209,-23598735,355030894000043,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,4097-5,RUA SALOM+O WAIMBERG,145,JD. BONFIGLIOLI,RUA DR SILVIO DANTE BERTACHI
47,-46727336,-23596680,355030894000241,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,5167-5,RUA GON+ALO PIRES,S/N,VL. MORSE,MANOEL JACINTO E PINTO
48,-46728718,-23594908,355030894000084,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,1029-4,RUA IBIAPABA,S/N,VL. S+NIA,RUA MANOEL JACINTO
49,-46720093,-23599439,355030854000042,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,,3038-4,RUA P-TIO ESTAC.DO MORUMBI (CONFINADA),,MORUMBI,AO LADO PC ROBERTO G PEDROSA
50,-46705164,-23610497,355030854000038,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,,1089-8,RUA BAR+O DE MONTE MOR,166,PAINEIRAS DO MORUMBI,RUA BARAO DE C.GERAIS
51,-46705028,-23610575,355030854000048,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,,5143-8,AV. BAR+O DE MONTE MOR,S/N,REAL PQ MORUMBI,
52,-46803256,-23584352,355030865000078,3550308005240,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,1193-2,RUA TR-S,S/N,JD. ARPOADOR,CJ HAB RAPOSO TAVARES
53,-46793683,-23588971,355030865000068,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,1074-0,RUA ADERBAL STRESSER,S/N,JD. ARPOADOR,KM 18 DA RV RAPOSO TAVARES
54,-46790462,-23583698,355030865000159,3550308005240,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,1129-0,RUA GABRIEL DE CARVALHO,S/N,JD. BOA VISTA,RODOVIA RAPOSO TAVARES KM 18
55,-46776343,-23575288,355030867000252,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,7078-5,RUA DR. VIRG-LIO ALVIN FRANCO,10,JD. D' ABRIL,RV RAPOSO TAVARES KM 16
56,-46768346,-23592210,355030865000012,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,3117-8,RUA PASCOAL ZULINO,360,JD. EDUCAND-RIO,RODOVIA RAPOSO TAVARES KM 15
57,-46768916,-23588165,355030865000105,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,,6082-8,RUA ORESTES COLOMBARI,S/N,VL. BORGES,AV HEITOR A EIRAS GARCIA 386
58,-46764422,-23562588,355030867000039,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,7215-0,AV. GUSTAVO BERTHIER,S/N,VL. DALVA,
59,-46755359,-23584769,355030867000230,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,5082-2,RUA PADRE ALARICO ZACARIAS,S/N,VL. MARIA LUIZA,
60,-46758028,-23580873,355030867000088,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,7104-8,RUA JOS+ FELIPE DA SILVA,S/N,JD. ANTONIA,R MARIA R BALBINO/OTAVIO PRO
61,-46752881,-23570473,355030867000122,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,1048-0,RUA JOS+ JOAQUIM SEABRA,S/N,VL. TIRADENTES,ESTRADA DE COTIA
62,-46757198,-23567676,355030867000131,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,4089-4,RUA JORGE WORD,49,VL. DALVA,AV RIBEIRAO JAGUARE
63,-46751050,-23570623,355030867000020,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,6058-5,AV. PUJAIS SABATE,S/N,RIO PEQUENO,TV AV RIO PEQUENO
64,-46747119,-23562995,355030867000178,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,7082-3,RUA JOS+ ALVES DA CUNHA LIMA,S/N,RIO PEQUENO,TV AV CORIFEU DE A MARQUES
65,-46737672,-23582789,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,7063-7,RUA AUGUSTO FARINHA,S/N,JD. PINHEIROS,RODOVIA RAPOSO TAVARES KM 13
66,-46734009,-23585410,355030812000047,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,3102-0,RUA PL-NIO SALGADO,S/N,BUTANT+,PROXIMO A REGIONAL DO BUTANT
67,-46731043,-23592640,355030894000165,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,,6034-8,AV. GENERAL FRANCISCO MORAZAN,S/N,VL. S+NIA,
68,-46730351,-23579438,355030812000017,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,6085-2,RUA ROMEO FERRO,S/N,VL. GOMES,RV RAPOSO TAVARES KM 12
69,-46743327,-23576108,355030867000189,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,,3039-2,AV OCTAC-LIO TOMANIK,S/N,RIO PEQUENO,AV DR HEITOR EIRAS GARCIA
70,-46714010,-23579884,355030812000059,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,7026-2,RUA LADISLAU ROMAN,S/N,CAXINGUI,TUPINAMBA E HAROLDO GURGEL
71,-46725419,-23574666,355030812000083,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,4114-9,RUA BENJAMIM MANSUR,S/N,JD. PREVID-NCIA,
72,-46727025,-23572858,355030812000081,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,4030-4,RUA IQUIRIRIM,496,VL. INDIANA,AV CORIFEU DE AZEVEDO MARQUE
73,-46711776,-23573764,355030812000113,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,7184-6,AV. CAXINGUI,S/N,JD. RAPOSO TAVARES,VITAL BRASIL E RAPOSO TAVARE
74,-46720191,-23599414,355030854000042,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,,4012-6,AV. EST-DIO MORUMBI,520,ITAIM BIBI,PC ROBERTO GOMES PEDROSA
75,-46703526,-23570725,355030812000130,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,5028-8,RUA AGOSTINHO CANTU,S/N,BUTANT+,AV WALDEMAR FERREIRA
76,-46578949,-23571203,355030801000050,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,,5018-0,RUA SILVA COUTINHO,S/N,VL. PRUDENTE,TV RUA SANTA LINA
77,-46722246,-23570818,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,,1114-2,RUA ANTONIO ALFREDO MENDES SILVA,S/N,BUTANT+,PROXIMO INSTITUTO BUTANTA
78,-46783376,-23681865,355030819000129,3550308005294,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,7095-5,RUA GREG-RIO DA FONSECA,S/N,JD. S+O BENTO,TV LUST SOARES NO JD SAO BEN
79,-46790664,-23672189,355030819000136,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,6171-9,AV. DR. SALVADOR ROCCO,S/N,PARQUE FERNANDA,
80,-46788039,-23662021,355030819000310,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,1115-0,RUA SERRA DOS DOIS IRM+OS,S/N,JD. DAS ROSAS,AV RODRIGO SANCHES E JOAO CR
81,-46779539,-23674075,355030819000053,3550308005294,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,7120-0,RUA TR-S,S/N,JD MARIA EM-LIA,TV PROF AGOSTINHO ALVIM
82,-46776674,-23674371,355030819000051,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,3100-3,RUA ROS-RIO SCAMARTI,S/N,JA. JANGADEIRO,TV RUA ROSARIO ESCARNADI
83,-46779144,-23661763,355030819000027,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,1177-0,RUA MODELAR,S/N,CAP+O REDONDO,
84,-46775131,-23675834,355030819000324,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,1146-0,RUA DR. HUMBERTO PASCALE,S/N,JD. JANGADEIRO,AVENIDA DAS PALMEIRAS
85,-46772312,-23669599,355030819000012,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,6073-9,AV. ATHOS THOMAZ FERRACIO,S/N,CAP+O REDONDO,TV AV ELIAS MAAS
86,-46764843,-23660263,355030819000319,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,4051-7,RUA PAULINO V. DE MORAES,S/N,CAP+O REDONDO,ET AV ELIAS MAASE R C ORSOLI
87,-46791485,-23652744,355030819000175,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,4103-3,RUA AGOSTINHO PAIVA,S/N,JD. MACED+NIA,JOAO CRUZ E LUIS DE BOULOGNE
88,-46778282,-23645653,355030817000079,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,1118-5,RUA CARLOS NAHAS,S/N,JD. ROSANA,ESTRADA PIRAJUSSARA
89,-46776546,-23645271,355030817000078,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,3103-8,RUA CARLOS NAHAS,S/N,JD. ROSANA,TV AV CARLOS LACERDA
90,-46782803,-23641800,355030817000245,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,7085-8,RUA ANT+NIO VEIGA DE ATA-DE,S/N,JD. MARIA SAMPAIO,TV RUA MAL JOAO CARLOS BARRE
91,-46772023,-23654904,355030819000246,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,,6101-8,RUA GAST+O RAUL DE FONTON BOSQUET,S/N,JD. IP-,GASTAO RAUL FOURTON BOUSQUET
92,-46767517,-23642551,355030817000037,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,7134-0,RUA ODEMIS,S/N,JD. UMUARAMA,
93,-46772418,-23633691,355030817000019,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,5069-5,RUA MARTINHO VAZ DE BARROS,S/N,CAMPO LIMPO,TV ES CAMPO LIMPO
94,-46768505,-23630075,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,1078-2,AV. AMADEU DA SILVA SAMELLO,S/N,CAMPO LIMPO,TV ES CAMPO LIMPO
95,-46762128,-23633003,355030817000011,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,5073-3,RUA DR. RENATO BUENO NETO,S/N,JD. CATANDUVA,
96,-46759079,-23628473,355030817000057,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,7241-9,RUA CARDOSO MOREIRA,S/N,JARDIM OLINDA,RUA JOAO FRANCO LEITE
97,-46749446,-23633241,355030817000145,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,1070-7,RUA CONSTANTINO O. LEDO (CONFINADA),S/N,PQ. REGINA,ENTRE FRANCISCO SOARES
98,-46749487,-23632508,355030817000144,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,5089-0,RUA CONSTANTINO DE OLIVEIRA LEDO,S/N,PQ. REGINA,NUMA AREA ENTRE A RUAS CITAD
99,-46756360,-23618433,355030817000135,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,,6077-1,AV. ANACE,S/N,JD. UMARIZAL,TV AV DAS COLINAS
100,-46719358,-23614821,355030883000014,3550308005175,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,,7123-4,RUA RUDOLF LOTZE,S/N,PARAIS-POLIS,PROX AV GIOVANI GRONCHI
101,-46705595,-23772839,355030830000140,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7094-7,RUA CONSTELA++O DO ER-DANO,S/N,COCAIA,DEPOIS LINHA TREM ES.VARGINH
102,-46703726,-23762238,355030830000087,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7242-7,RUA MARTA MARIA BERNARDES,S/N,VL. NATAL,
103,-46706250,-23757908,355030830000152,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,4134-3,RUA HENRY LACORDAIRE,S/N,JD. STA FRANCISCA,
104,-46695427,-23768509,355030830000077,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,5096-2,AV. MUNICIPAL,S/N,COCAIA,EST.COCAIA -GRUPO ESCOLAR
105,-46710886,-23727325,355030823000057,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,6111-5,RUA JOS+ LUIZ MONTEIRO,S/N,JD. IMBUIAS,MURO DA EEPB MADAME PERILLIE
106,-46708491,-23740957,355030823000190,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,7075-0,AV. CARLOS OBHERUBER,325,SANTO AMARO,ESTRADA DO PARALHEIROS
107,-46700469,-23756238,355030830000401,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7114-5,RUA ANT+NIO SIMiES DE CARVALHO,S/N,JD. S+O BERNARDO,MERCEARIA FERNANDES
108,-46706862,-23740022,355030823000189,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,4090-8,P+. JOS+ SCHUNCH,325,VL. S+O JOSE,PARAVENTI E ROSALINA ARISTID
109,-46703115,-23726550,355030823000048,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,1083-9,P+. MIGUEL MURIANO,15,JD. PRESIDENTE,ANTONIO PEREIRA TAQUES
110,-46694531,-23732108,355030823000041,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,7132-3,AV. DO ARVOREIRO,S/N,CAPELA DO SOCORRO,CONJ HAB PARQUE DAS ARVORES
111,-46694052,-23776081,355030830000643,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1174-6,RUA LUAR DE L-GRIMAS,S/N,JD. NOVO HORIZONTE,
112,-46683530,-23783933,355030830000304,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1270-0,RUA RAIMUNDA P. DE ALENCAR DA SILVA,S/N,JD. VARGINHA,
113,-46689547,-23772478,355030830000039,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7158-7,RUA MARCO AUR+LIO MARILAN,S/N,JD. ALMEIDA PRADO,
114,-46683486,-23766891,355030830000002,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1127-4,RUA BENEDITA MARTINS RAMOS,S/N,JD. TR-S CORA+iES,PONTO FINAL ONIBUS
115,-46691603,-23746609,355030830000171,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,6126-3,RUA IRINA MILCHEV STARBULOV,S/N,JD. REIMBERG,
116,-46684264,-23755346,355030830000016,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7081-5,RUA S+O CAETANO DO SUL,518,GRAJA+,CONJ RES FARIA LIMA
117,-46683017,-23754325,355030830000014,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,4111-4,RUA S+O JOS+ DO RIO PRETO,495,GRAJA+,CONJ. RESIDENCIAL FARIA LIMA
118,-46681941,-23752316,355030830000054,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1147-9,AV. DONA BELMIRA MARIN,S/N,PQ. COCAIA,RUA CAMPO DO ARAVIL
119,-46686018,-23747262,355030830000052,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1071-5,RUA JOS+ BEZERRA FILHO,49,PQ. GRAJA+,ESTRADA DO BORORE-PANIF.GRAJ
120,-46693941,-23736838,355030830000422,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,5116-0,RUA GAETANO DONIZETTI FREIRE,S/N,PQ. BRASIL,ESQUINA ESTRADA DO BORORE
121,-46692967,-23737043,355030830000422,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,1161-4,RUA BENEDITO MARCELLO,S/N,PQ. S+O PAULO,
122,-46690174,-23736523,355030830000279,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,3040-6,RUA JOS+ ANTUNES CERDEIRA,S/N,PQ. AM+RICA,SUPERMERCADO ESPINHERA
123,-46680452,-23740156,355030830000231,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7179-0,RUA MIRAFLORES,S/N,JD. STA B-RBARA,
124,-46667320,-23753094,355030830000192,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,3113-5,RUA AMAZONAS MARCONDES,S/N,COCAIA,CONJUNTO FARIA LIMA
125,-46667902,-23744947,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,7135-8,AV. VEREADOR JOS+ GOMES MORAES NETO,S/N,PQ. RESIDENCIAL,ES CANAL COCAIA E FELINTO MI
126,-46667046,-23736941,355030830000073,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,,4138-6,RUA RUBENS DE OLIVEIRA,S/N,COCAIA,
127,-46703336,-23710350,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,5070-9,RUA S+O GUILHERME,7377,CID. DUTRA,ENTRE AV INTERLAGOS E R ARIA
