ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
128,-46699724,-23712729,355030823000063,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,1080-4,RUA NOSSA SENHORA DO OUTEIRO,S/N,CID. DUTRA,R GUARUVA E STA GREGORIA
129,-46695103,-23692377,355030823000174,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,1173-8,RUA IN-CIO DE ALMEIDA ARRUDA,S/N,VILA DA PAZ,RIO BONITO C PEDRO A LEMOS
130,-46711682,-23680417,355030879000004,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,3085-6,RUA DAS PAINEIRAS,S/N,VELEIROS,RUAS MAR DEL PLATA /PE POLMA
131,-46718013,-23669136,355030879000018,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,5132-2,RUA AMARO LEITE,S/N,JD BESSA,AUGUSTO F MORAES E J G MOREI
132,-46709570,-23690072,355030879000024,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,1086-3,AV. IN-CIO CUNHA LEME,357,JD. IPANEMA,AVENIDA ROBERT KENEDY
133,-46705090,-23683918,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,7077-7,AV. BERNA,228,VL. FRIBURGO,N. 1234 ES DO RIO BONITO
134,-46705117,-23681681,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,4095-9,AV. DANTON JOBIM,131,VL. FRIBURGO,AUTODROMO DE INTERLAGOS
135,-46710670,-23671653,355030879000011,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,,6079-8,RUA MENDEL,S/N,SOCORRO,AV.ROBERTO KENNEDY
136,-46688755,-23721351,355030823000015,3550308005218,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,1139-8,RUA EL-I PONTES,S/N,JD. COLONIAL,PX AO SESC
137,-46687389,-23717248,355030823000032,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,4077-0,RUA JOS+ BONIF-CIO FILHO,S/N,CID. DUTRA,AV FRUTUOSO
138,-46686720,-23713787,355030823000069,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,7049-1,RUA MANOEL BRAND+O,S/N,JD. PRIMAVERA,JARDIM PRIMAVERA
139,-46688036,-23702484,355030823000180,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,,7144-7,RUA PEDRO SANTA LUCIA,S/N,JD SAT+LITE,FELICIANO CORREIA E HERBERT
140,-46683896,-23501452,355030850000067,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,4019-3,RUA ANT+NIO MUNHOS BONILHA,235,VL. CAROLINA,TV AV DEPUTADO EMILIO CARLOS
141,-46676241,-23500654,355030850000066,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,7110-2,RUA SALVADOR LIGABUE,431,VL. SIQUEIRA,JOSE KILEBBER E AFONSO SALZA
142,-46670560,-23501044,355030850000050,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1208-4,P+. ANT+NIO FRANCO VELASCO,S/N,LIM+O,
143,-46672066,-23495368,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1111-8,RUA MARIA ELISA SIQUEIRA,S/N,VL. BARBOSA,PRACA MENINO JESUS
144,-46668637,-23505571,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1014-6,AV. ENGENHEIRO CAETANO -LVARES,S/N,MANDAQUI,PX RUA VOLUNTARIOS DA PATRIA
145,-46668135,-23503638,355030850000062,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,5027-0,RUA MADALENA MADUREIRA,54,CASA VERDE,PROXIMO PRACA CANAA
146,-46663838,-23508818,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,7252-4,RUA MOUR+O VIEIRA,S/N,PARQUE SOUZA ARANHA,RUA REIMS
147,-46663740,-23504873,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,3071-6,RUA FREDERICO PENTEADO JUNIOR,11,CASA VERDE,AV.CASA VERDE ALTURA 2816
148,-46678159,-23486383,355030850000034,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1021-9,AV. EULINA,318,JD. PRIMAVERA,AVENIDA DEP EMILIO CARLOS
149,-46673834,-23492474,355030850000117,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,6055-0,AV. MONTE CELESTE,198,LIM+O,TV AV GASPAR DIAS DA CUNHA
150,-46673497,-23485374,355030850000100,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,3077-5,RUA TOMAZ ANT+NIO VILANE,417,VL. STA MARIA,TV AV DEP EMILIO CARLOS
151,-46673502,-23481045,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1221-1,RUA CLEUSA MILOCHI, S/N,CACHOEIRINHA,RUA JERONIMO DA ROCHA
152,-46663186,-23488035,355030821000075,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,4116-5,RUA DOM BENTO PICKEL,S/N,CASA VERDE ALTA,ENTRE 216 E 330
153,-46664990,-23474441,355030813000074,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,7034-3,RUA CANAVIAL,45,VL. NOVA CACHOEIRINHA,TV AV IMIRIM
154,-46667665,-23468010,355030813000039,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1360-9,RUA JER+NIMO DE ANDRADE,S/N,FREGUESIA DO -,AVENIDA INAJAR DE SOUZA
155,-46664787,-23465286,355030813000189,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,5037-7,RUA AUGUSTO GIL,207,VL. NOVA CACHOEIRINHA,PT FINAL ONIBUS V DIONIZIA
156,-46668175,-23459022,355030813000169,3550308005126,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,3118-6,RUA MONTE S+O MARTINHO,349,JD. STA CRUZ,TV AV GENERAL PENHA BRASIL
157,-46655545,-23511975,355030821000059,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,3081-3,RUA MARAMBAIA,25,CASA VERDE,PONTE DA CASA VERDE
158,-46660082,-23503267,355030821000038,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1019-7,AV. BARUEL,661,BARUEL,AVENIDA CASA VERDE
159,-46656909,-23505451,355030821000036,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,6015-1,RUA CAETANO DESCO,590,CASA VERDE,MORRO DO S
160,-46656045,-23501397,355030821000129,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,4018-5,RUA GALIL+IA,430,PQ PERUCHE,TV DA JOSE RANGEL CAMARGO
161,-46653955,-23499693,355030821000003,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1020-0,RUA CARLOS BELMIRO CORR-A,461,PQ. PERUCHE,AGUAS VIRTUOSAS E STA EUDOXIA
162,-46660663,-23490605,355030821000044,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,6024-0,RUA C+SAR PENA RAMOS,592,CASA VERDE,ENTRE BALDOVENETI E CAPANEO
163,-46655676,-23493298,355030821000010,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,5103-9,RUA DR. IGN-CIO PROEN+A GOUVEIA,1031,PQ. PERUCHE,TV RUA ARMANDO COELHO
164,-46658504,-23483093,355030821000105,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,6054-2,RUA LASAR SEGAL,409,FREGUESIA DO -,TV AV IMIRIM
165,-46647474,-23493986,355030870000147,3550308005065,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,3033-3,RUA WALDOMIRO SILVEIRA,28,IMIRIM,TV AV IMIRIM
166,-46660614,-23471082,355030813000036,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1027-8,RUA DOS PATIS,335,VL. BELA VISTA,BENEDITO GUEDES OLIVEIRA 226
167,-46653879,-23462427,355030813000021,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,4034-7,AV. MARIANA CALIGIURI RONCHETTI,237,VL. CONTINENTAL,TV AV MARIA ANTONIA MARTINS
168,-46651333,-23460027,355030813000060,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,,1149-5,RUA S+O LOUREN+O DO SUL,S/N,JD. PERI ALTO,RUA BRASILUXO LOPES
169,-46669106,-23693237,355030858000127,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,,4076-2,AV. BATISTA MACIEL,313,JD. UBIRAJARA,RUAS ZIKE TUMA E ANTONIO CAM
170,-46662268,-23686398,355030822000340,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,6118-2,RUA EDUARDO PEREIRA RAMOS,101,JD. NITER-I,MONS MAGGI E 14 ABRIL
171,-46677229,-23658789,355030822000231,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,7107-2,RUA JUCA DE AZEVEDO,33,JD. MARAJOARA,JOSE NEVES E EDUARDO AMIGO
172,-46669915,-23665415,355030822000144,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,5078-4,RUA CELSO DOS SANTOS,S/N,SANTO AMARO,AV YERVANT KISSAJIKIAN/P OZE
173,-46666183,-23669395,355030822000113,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,3090-2,RUA SALVADOR RODRIGUES NEGR+O,38,VL. CONST-NCIA,JD.DAS OLIVEIRAS CIDADE ADEM
174,-46667705,-23659594,355030822000186,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,5077-6,RUA JO+O GOMES BATISTA,419,JD. CID-LIA,AV.CUPECE
175,-46671995,-23656382,355030822000213,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,3046-5,RUA MARIA JOS+ RANGEL,649,JD. PRUD-NCIA,CUPECE E CONDE LUIZ ZUNTA
176,-46669490,-23653667,355030822000324,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,1079-0,AV. CUPEC-,25,CID. ADEMAR,
177,-46659953,-23691790,355030858000074,3550308005216,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,,1087-1,RUA AUGUSTO DE CASTRO,74,PEDREIRA,ESTRADA DO ALVARENGA
178,-46646104,-23698344,355030858000238,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,,6078-0,RUA DOS ANIQUIS E DOS CARATAIS,121,PEDREIRA,TV ES ALVARENGA
179,-46660521,-23689744,355030858000146,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,,5075-0,AV. AUGUSTO DE CASTRO,283,PEDREIRA,PORT 036/94
180,-46659573,-23675826,355030822000012,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,1096-0,RUA ESTANISLAU MONIUSKO,1069,VL. JOANIZA,YERVANT KISSA JIKIAN AV
181,-46653890,-23681421,355030822000046,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,1128-2,RUA DELFINO FACCHINA,4028,JD. VERA L+CIA,TV ES CASA GRANDE
182,-46647187,-23687150,355030822000155,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,1123-1,RUA RAINHA DAS MISSiES,1,VL. MISSION-RIA,PROX IGREJA VILA MISSIONARIA
183,-46640707,-23679652,355030822000221,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,4080-0,RUA BR-S DE ABREU,S/N,JD. MIRIAM,TV AV PEDRO DE AVOS
184,-46637797,-23680990,355030822000220,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,1084-7,AV. ANGELO CRISTIANINI,32,JD. M-RIAM,ENTRE CUPECE E AV ASSEMBLEIA
185,-46641457,-23674498,355030822000304,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,,7122-6,RUA LU-S STOLB,S/N,JD. VILAS BOAS,COM A RUA GOMES DE AMORIM
186,-46405872,-23593076,355030825000115,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,6168-9,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
187,-46396529,-23594586,355030825000160,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,4163-7,RUA MOIS+S DE CORENA,S/N,CID. TIRADENTES,
188,-46418184,-23565848,355030825000238,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,1235-1,AV. TR-S,S/N,COHAB FAZENDA DO CARMO,
189,-46412439,-23590750,355030825000135,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,6166-2,RUA DONA ELOA DO VALLE QUADROS,S/N,CID. TIRADENTES,
190,-46411665,-23588875,355030825000276,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,7192-7,RUA NASCER DO SOL,S/N,SANTA ETELVINA COHAB,
191,-46408145,-23591322,355030825000128,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,1207-6,RUA NASCER DO SOL,S/N,SANTA ETELVINA COHAB,R DO CHARCO E R.DA SORTE
192,-46406428,-23592090,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,1242-4,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
193,-46406280,-23592362,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,4174-2,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
194,-46406002,-23592889,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,7232-0,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
195,-46406094,-23592668,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,3154-2,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
196,-46406632,-23591733,355030825000127,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,5176-4,AV. DOS METAL+RGICOS,S/N,CIDADE TIRADENTES,SACOLAO CIDADE TIRADENTES
197,-46403608,-23590276,355030825000088,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,5120-9,AV. DOS T-XTEIS,S/N,ITAQUERA,LINDEIRO A ESSA AVENIDA
198,-46399770,-23591591,355030825000125,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,7198-6,RUA CRISTIANO LOBE,S/N,CID. TIRADENTES COHAB,RUAS 24-G E 28-G
199,-46401931,-23581883,355030825000079,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,7137-4,RUA CORA++O DE MA++,S/N,TIRADENTES COHAB,CJ HABITACIONAL CASTRO ALVES
200,-46406927,-23564176,355030825000002,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,6089-5,AV. DR. GUILHERME DE ABREU SODR+,1414,COHAB GUAIANAZES,ES DO IGUATEMI
201,-46393554,-23578531,355030825000077,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,1226-2,RUA WILSON FERNANDES S CARVALHO,S/N,CID. TIRADENTES,
202,-46386756,-23579037,355030825000180,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,,1248-3,RUA ANT+NIO SALVADOR,S/N,VILA YOLANDA II,VILA YOLANDA
203,-46508218,-23515795,355030864000106,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,5054-7,RUA COPO DE LEITE,98,JD. POPULAR,COM RUA P DE ULHOA CINTRA
204,-46508601,-23514438,355030864000107,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,1073-1,AV. CACHOEIRA SANTA CRUZ,751,JD. POPULAR,ENT GIRASSOL E MANOEL OLIVEI
205,-46499362,-23513518,355030864000039,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,1062-6,RUA FRANCISCO SOUZA QUEIROZ,92,VL. RIO BRANCO,AVENIDA LAGOA MIRIM
206,-46493690,-23520002,355030864000035,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,5085-7,RUA GENERAL FERREIRA DE AZEVEDO,110,JD. LISBOA,TV ES VELHA MOGI DAS CRUZES
207,-46488307,-23520148,355030864000031,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,7057-2,RUA JO+O JOSE DE QUEIROZ,595,S+O FRANCISCO,ES VELHA MOGI DAS CRUZES 263
208,-46488746,-23507319,355030864000076,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,7173-0,RUA AGENOR DE BARROS,S/N,VL. PONTE RASA,AV SAO MIGUEL E SIMPLICIO  S
209,-46486385,-23509816,355030864000045,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,5104-7,RUA HON-RIO EMILIANO BUENO,155,PONTE RAZA,ALTO DA PONTE RAZA
210,-46489436,-23503281,355030828000061,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,4042-8,RUA BOAVENTURA R. DA SILVA,440,PONTE RASA,CARTORIO ERMELINO MATARAZZO
211,-46481699,-23504687,355030828000057,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,6087-9,RUA D-RIO COSTA MATOS,45,ERMELINO MATARAZZO,P.FINAL ONIBUS JD.S.CARLOS
212,-46480716,-23520921,355030864000101,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,4088-6,RUA CRISTAL-NDIA DO PIAU-,223,VL. UNI+O,PONTO FINAL VILA UNIAO
213,-46480846,-23517373,355030864000083,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,,5158-6,RUA ACAIP-,S/N,BURGO PAULISTA,RUA REPUBLICA DE SAN MARTIM
214,-46472388,-23494742,355030828000080,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,5043-1,RUA VIT-RIA SIMIONATO,580,ERMELINO MATARAZZO,TV AVENIDA PARANAGUA
215,-46496144,-23494283,355030828000123,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,7208-7,RUA DO ACAPUNZAL,S/N,VL. CISPER,AV OLAVO EGIDIO DE SOUZA ARA
216,-46488436,-23489359,355030828000069,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,7128-5,RUA ANT+NIO LEITE PENTEADO,S/N,JD.VERONIA,AV WENCESLAU GUIMARAES
217,-46488844,-23484780,355030828000129,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,3092-9,RUA BELIZ-RIO BENITES,115,JD .VERONIA,ESTACAO ERMELINO MATARAZZO
218,-46473066,-23492146,355030828000078,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,,1038-3,RUA ANT+NIO PEREIRA SIMiES,6996,ERMELINO MATARAZZO,AVENIDA PARANAGUA
219,-46705716,-23497791,355030829000051,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7044-0,RUA DR. JOSE DEQUEIROS MATOS,719,VILA GON+ALVES,COM A RUA SETE BARRAS
220,-46701359,-23499020,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,3035-0,RUA EST-CIO FERREIRA E CAPIT+O JO+O CARLO,61,NOSSA SENHORA DO -,FIXADA
221,-46706394,-23490985,355030829000088,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,5050-4,RUA MOINHO VELHO,770,VL. NIGRI,TV DA RUA JOAO CORDEIRO
222,-46707373,-23482447,355030829000093,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,6050-0,RUA ANT+NIO GOMES DE OLIVEIRA,458,VL. MIRIAN,PARALELA A AV FAUD
223,-46704814,-23485810,355030829000198,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,4056-8,RUA JAGUARURAMA,129,NOSSA SENHORA DO O,TV ES RIO VERDE
224,-46696976,-23493142,355030829000009,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,6070-4,P+. JARDIM MONJOLO,24,JD. MONJOLO,PATIO ASFALTADO
225,-46701030,-23481683,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1040-5,EST. DO SAB+O,448,CRUZ DAS ALMAS,AV ELISIO TEIXEIRA LEITE
226,-46704665,-23469595,355030829000136,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7060-2,RUA MARIA NAZARO DA SILVA,224,VL. BRASIL-NDIA,PRACA SANTA CLARA DE ASSIS
227,-46694658,-23477611,355030829000064,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,4075-4,RUA DOS MORGADOS,188,JD. IRACEMA,ABILIO PRIMO SALIM F MORGADO
228,-46693651,-23495944,355030829000020,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,6028-3,RUA ESTEV+O FURQUIM,428,NOSSA SENHORA DO O,TV PEDROSO XAVIER
229,-46692782,-23488569,355030829000015,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7035-1,RUA MESTRAS PIAS FILIPPINI,360,LIM+O,TV AV ITABERABA ALTURA DO 16
230,-46685059,-23494622,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1022-7,RUA BENEDITO GUEDES DE OLIVEIRA,450,VL. PALMEIRAS,AV NAFAR SOUZA
231,-46685290,-23480282,355030811000123,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,3059-7,RUA MARQUES DO RECIFE,330,VL. BANC-RIA,TV AV ITABERABA ALTURA 2000
232,-46687658,-23471528,355030811000074,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,5038-5,RUA COLUMBIA,289,VL. BRASIL-NDIA,TV DA RUA PARAPUA ALTURA 150
233,-46694016,-23469518,355030811000128,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,3079-1,RUA JOS+ FELIX ALVES PACHECO,209,VL. BRASIL-NDIA,DEPOSITO COMBARA DE CONSTRUC
234,-46680959,-23474080,355030811000120,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1057-0,RUA RODOLFO MARCOS TE-FILO,248,JD. ELISEO,R HENRY CHARLES POTEL
235,-46684814,-23468647,355030811000229,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7125-0,RUA JAIRO PINTO ARA+JO,166,JD. ANA MARIA,CORREGO AGUA DAS PEDRAS
236,-46680581,-23467003,355030811000019,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1097-9,AV. GUILHERME DE ALMEIDA,107,PQ. BEL+M,AVENIDA PARADA PINTO
237,-46674004,-23468380,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,4061-4,RUA SPENCER VAMPRE,454,VL. RICA,TV DA ESTRADA DA PARADA
238,-46673408,-23466344,355030811000107,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1064-2,RUA LUCIANO DAMORE,S/N,VL. SOUZA,R ARRAIA AMARELA
239,-46698677,-23458146,355030811000212,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7069-6,RUA H+LCIO DA SILVA,10,VL. BRASIL-NDIA,PROXIMO RUA SANTA TEREZINHA
240,-46707938,-23441668,355030811000204,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,7246-0,RUA ALEXANDRE SILVA,S/N,JD. BRAS-LIA,
241,-46689547,-23460850,355030811000234,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,5130-6,RUA MANOEL NASCIMENTO PINTO,S/N,JD. GUARANI,
242,-46691525,-23452807,355030811000139,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1239-4,RUA VITANTONIO MATOROSA,S/N,JARDIM PRINCESA,
243,-46683155,-23450265,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,3116-0,RUA ITATIBA DO SUL,4,JD. VISTA ALEGRE,C/RUA FIRMINOPOLIS
244,-46681768,-23450110,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,1254-8,RUA ARARIPIRA,S/N,JD. DO RECANTO,
245,-46675498,-23460247,355030811000150,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,,6084-4,RUA S+O FRANCISCO DO HUMAIT-,464,PQ. TIET-,TV AV GENERAL PENHA BRASIL
246,-46399582,-23565857,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,,4158-0,RUA UTARO KANAI E FESTA CHINESA,S/N,JD. S+O PAULO,PATIO DO ESTACIONAMENTO
