ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
119,-46721908,-23470868,355030863000072,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,VILA MIRANTE,7061-0,RUA POVOADO DO RIO NOVO,15,VL MIRANTE,TV AV MIGUEL DE CASTRO 1
120,-46720964,-23856225,355030855000241,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS,1092-8,PC  PEDRO ROCHA,S/N,PARELHEIROS,ESTRADA DE PARELHEIROS
121,-46720093,-23599439,355030854000042,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,CAXINGUI,3038-4,PC  ROBERTO GOMES PEDROSA,,ESTADIO DO MORUMBI,AO LADO PC ROBERTO G PED
122,-46720069,-23515265,355030848000130,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,VILA ANASTACIO,3034-1,RUA BARTOLOMEU BUENO,161,VL ANASTACIO,INDUSTRIA SOFUNGE
123,-46719698,-23484722,355030863000026,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIRITUBA,7028-9,RUA SANTA CRUZ DE LA SIERRA,1,PIRITUBA,RUA LUIZ CARNEIRO 146
124,-46719358,-23614821,355030883000014,3550308005175,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAIZOPOLIS,7123-4,RUA HERBERT SPENCER,S/N,PARAIZOPOLIS,PROX AV GIOVANI GRONCHI
125,-46718971,-23631436,355030883000001,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,BURLE MARX,7267-2,PQ  BURLE MARX,,VILA ANDRADE,AV DONA HELENA P DE MORA
126,-46717696,-23530893,355030848000052,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PIO XI,4028-2,RUA SALES JUNIOR,555,ALTO DA LAPA,COLEGIO SALESIANO
127,-46717430,-23459231,355030863000161,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM N SRA APARECIDA,7157-9,RUA LARANJEIRAS DO SUL,S/N,PIRITUBA,
128,-46716265,-23454167,355030863000220,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,ANHEMBI,5086-5,RUA COLONIAL DO IRAI,250,JD MAGGI,
129,-46716171,-23538048,355030802000064,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,DARDANELOS,6064-0,RUA DARDANELOS,306,LAPA,AV.DIOGENES RIBEIRO DE L
130,-46716039,-23480852,355030863000191,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,5039-3,RUA VIGARIO DE GODOY,11,VL ZATT,TV AV MIGUEL DE CASTRO
131,-46715751,-23434515,355030842000072,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,ESTRADA DA PARADA,5066-0,RUA FRAGATA DA CONSTITUICAO,1,PARADA DE TAIPAS,PORT 18/94
132,-46715699,-23447272,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,PARADA DE TAIPAS,6380-0,RUA JOSE PIZZA,,PARADA DE TAIPAS,
133,-46715251,-23451225,355030863000172,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM JOSE MARIA,1197-5,RUA SALTO DE ITARARE,S/N,JD JOSE MARIA,
134,-46714667,-23769676,355030855000017,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BARRO BRANCO,5111-0,RUA MARIO WILCHES,S/N,JD MARIA BORBA,PARL ES VARGINHA NO JD M
135,-46714010,-23579884,355030812000059,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CAXINGUI,7026-2,RUA LADISLAU ROMAN,S/N,CAXINGUI,TUPINAMBA E HAROLDO GURG
136,-46713051,-23472447,355030863000125,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,SERRA DO CACHIMBO,6170-0,RUA SERRA DO CACHIMBO,00S/N,JARDIM VITORIA,PIRITUBA
137,-46712970,-23497392,355030863000083,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,VILA BONILHA,1041-3,RUA ANTONIO CORREIA,618,VL BONILHA,ANTONIO CORREA 1B
138,-46712231,-23644060,355030871000034,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,JOAO DIAS,3016-3,RUA DO CARREIRO DE PEDRA,98,VL CRUZEIRO,MIN NELSON SAMPAIO EF.BE
139,-46711776,-23573764,355030812000113,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JARDIM RAPOSO TAVARES,7184-6,AV  CAXINGUI,S/N,JD RAPOSO TAVARES,VITAL BRASIL E RAPOSO TA
140,-46711682,-23680417,355030879000004,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VELEIROS,3085-6,RUA DAS PAINEIRAS,S/N,VELEIROS,RUAS MAR DEL PLATA /PE P
141,-46711282,-23651192,355030871000064,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,1090-1,AV  MARIO LOPES LEAO,700,STO AMARO,PRACA FLORIANO PEIXOTO
142,-46710886,-23727325,355030823000057,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM DAS IMBUIAS,6111-5,RUA JOSE LUIZ MONTEIRO,S/N,JD IMBUIAS,MURO DA EEPB MADAME PERI
143,-46710670,-23671653,355030879000011,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,SOCORRO,6079-8,RUA DOS INOCENTES C/ MENDEL,S/N,SOCORRO,AV.ROBERTO KENNEDY
144,-46710433,-23502907,355030863000134,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIQUERI,4029-0,RUA SALVADOR SALA,425,PIQUERI,TV AV PAULA FERREIRA
145,-46710266,-23634463,355030871000041,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,6360-6,AV  PROF ALCEU MAYNARD ARAUJO,,VARZEA DE BAIXO,
146,-46710237,-23485086,355030863000128,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,FEIRAO ESPECIAL DE PIRITUBA,7170-6,PC  MONSENHOR ESCRIVA,S/N,JD SAO JOSE,
147,-46709899,-23782579,355030855000163,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JARDIM IPORA,1262-9,RUA FORTE DO GUARA,,PARELHEIROS,
148,-46709570,-23690072,355030879000024,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SUZANO,1086-3,AV  INACIO CUNHA LEME,357,JD IPANEMA,AVENIDA ROBERT KENEDY
149,-46709157,-23520173,355030848000058,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,ALTO DA LAPA,5030-0,RUA DOM JOAO V C SACADURA CABRAL,85,ALTO DA LAPA,RUA AFONSO SARDINHA
150,-46709072,-23498126,355030863000103,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,3067-8,"RUA PDE MARIANO RONCHI	",1,JD SAO JOSE,TV RIO VERDE
151,-46708529,-23857681,355030855000080,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VILA VARGEM GRANDE I,7233-8,RUA IPE ROXO,,VILA VARGEM GRANDE,
152,-46708491,-23740957,355030823000190,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SAO JOSE,7075-0,AV  CARLOS OBHERUBER,325,STO AMARO,ESTRADA DO PARALHEIROS
153,-46707938,-23441668,355030811000204,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM BRASILIA,7246-0,RUA ALEXANDRE SILVA,,JARDIM BRASILIA,
154,-46707373,-23482447,355030829000093,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA MIRIAM,6050-0,RUA ANTONIO GOMES DE OLIVEIRA,458,VL MIRIAN,PARALELA A AV FAUD
155,-46706862,-23740022,355030823000189,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,BANDEIRANTES,4090-8,PC  JOSE SCHUNCH,325,VL SAO JOSE,PARAVENTI E ROSALINA ARI
156,-46706394,-23490985,355030829000088,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA NIGRI,5050-4,RUA MOINHO VELHO,770,VL NIGRI,TV DA RUA JOAO CORDEIRO
157,-46706246,-23757911,355030830000152,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM S FRANCISCA,4134-3,RUA HENRY LACORDAIRE,S/N,JD STA FRANCISCA,
158,-46705716,-23497791,355030829000051,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA GONCALVES,7044-0,RUA DR JOSE DE QUEIROS MATOSO,719,VILA GONCALVES,COM A RUA SETE BARRAS
159,-46705653,-23579219,355030854000027,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,BIBI,4012-6,PC  ROBERTO GOMES PEDROSA,520,ITAIM BIBI,PC ROBERTO GOMES PEDROSA
160,-46705164,-23610497,355030854000038,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,REAL PARQUE,1089-8,RUA BARAO DE MONTE MOR,166,PAINEIRAS DO MORUMBI,RUA BARAO DE C.GERAIS
161,-46705117,-23681681,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NOVA FRIBURGO,4095-9,AV  DANTON JOBIM,131,VL FRIBURGO,AUTODROMO DE INTERLAGOS
162,-46705090,-23683918,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA FRIBURGO,7077-7,AV  BERNA,228,VL FRIBURGO,N. 1234 ES DO RIO BONITO
163,-46705028,-23610575,355030854000048,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,FEIRAO DA ECONOMIA REAL PARQUE,5143-8,AV  BARAO DE MONTE MOR,S/N,REAL PQ MORUMBI,
164,-46704814,-23485810,355030829000198,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA IORIO,4056-8,RUA JAGUARURAMA,129,NOSSA SENHORA DO O,TV ES RIO VERDE
165,-46704665,-23469595,355030829000136,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MORRO GRANDE,7060-2,RUA MARIA NAZARO DA SILVA,224,VL BRASILANDIA,PRACA SANTA CLARA DE ASS
166,-46703850,-23536603,355030848000122,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,VILA IPOJUCA,6025-9,RUA SALVADOR CARUSO,705,VL IPOJUCA,E FELIX DOS SANTOS
167,-46703775,-23543154,355030802000009,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,VILA IDA,5060-1,RUA REALENGO,S/N,VL IDA,TV RUA CAMINHA DO AMORIM
168,-46703726,-23762238,355030830000087,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NATAL,7242-7,RUA MARTA MARIA BERNARDES,,VILA NATAL,
169,-46703526,-23570725,355030812000130,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA,5028-8,RUA AGOSTINHO CANTU C/ ROMAO GOMES,S/N,BUTANTA,AV WALDEMAR FERREIRA
170,-46703472,-23631788,355030871000042,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CHACARA SANTO ANTONIO,4052-5,RUA ALEXANDRE DUMAS,1316,CHAC STO ANTONIO,AV STO AMARO ALT.5000
171,-46703336,-23710350,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,5070-9,RUA SAO GUILHERME,7377,CID DUTRA,ENTRE AV INTERLAGOS E R
172,-46703255,-23651349,355030871000029,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,5187-0,RUA SAO BENEDITO,,SANTO AMARO,RUA ALEXANDRE DUMAS
173,-46703115,-23726550,355030823000048,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM IPORANGA,1083-9,RUA ANTONIO PEREIRA TAQUES,15,JD PRESIDENTE,ANTONIO PEREIRA TAQUES
174,-46701359,-23499020,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,FREGUESIA DO O,3035-0,RUA CHICO DE PAULA,61,NOSSA SENHORA DO O,FIXADA
175,-46701045,-23532750,355030848000044,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,VILA ROMANA,3019-8,RUA SEPETIBA,510,VL ROMANA,RUA AURELIA
176,-46701030,-23481683,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CRUZ DAS ALMAS,1040-5,ES  DO SABAO,448,CRUZ DAS ALMAS,AV ELISIO TEIXEIRA LEITE
177,-46700469,-23756238,355030830000401,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PETRONITA,7114-5,RUA DR ANTONIO SIMOES DE CARVALHO,S/N,JD SAO BERNARDO,MERCEARIA FERNANDES
178,-46700139,-23518050,355030848000030,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,CENTRAL PARK LAPA,7390-3,RUA DOM ROMEU ALBERTI,,LAPA DE BAIXO,RUA WILLIAN SPEERS
179,-46700059,-23526596,355030848000012,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA,1004-9,RUA FABIA C AURELIA,701,VL ROMANA,RUA CATAO
180,-46699724,-23712729,355030823000063,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,1080-4,RUA NOSSA SENHORA DO OUTEIRO,S/N,CID DUTRA,R GUARUVA E STA GREGORIA
181,-46699029,-23654239,355030871000059,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,IGUATINGA,7042-4,RUA ENG TOMAS WHATELY,250,STO AMARO,PROF DELGADO E JACOMIM
182,-46698961,-23630456,355030871000044,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,MONARK,5074-1,RUA DA PAZ,1201,CHAC STO ANTONIO,AMARO GUERRA E BRANCO MO
183,-46698725,-23565625,355030862000073,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,AMARO CAVALHEIRO,5057-1,RUA AMARO CAVALHEIRO,S/N,PINHEIROS,PAES LEME C SUMIDOURO
184,-46698677,-23458146,355030811000212,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MUNIZ BARRETO,7069-6,RUA HELCIO DA SILVA,10,VL BRASILANDIA,PROXIMO RUA SANTA TEREZI
185,-46696976,-23493142,355030829000009,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM MONJOLO,6070-4,RUA NAZARIO PAGANO,24,JD MONJOLO,PATIO ASFALTADO
186,-46696334,-23552629,355030802000059,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,EPEIRA,4074-6,"RUA PDE ARTUR SOMENSI	",48,VL BEATRIZ,RUA LIRA
187,-46696070,-23563286,355030862000152,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,PADRE CARVALHO,1199-1,"RUA PDE CARVALHO	",S/N,PINHEIROS,
188,-46695427,-23768509,355030830000077,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM MIRNA,5096-2,AV  CARLOS ALBERTO BASTOS MACHADO,S/N,COCAIA,EST.COCAIA -GRUPO ESCOLA
189,-46695103,-23692377,355030823000174,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA DA PAZ,1173-8,RUA INACIO DE ALMEIDA ARRUDA,S/N,VILA DA PAZ,RIO BONITO C PEDRO A LEM
190,-46694658,-23477611,355030829000064,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM IRACEMA,4075-4,RUA DOS MORGADOS,188,JD IRACEMA,ABILIO PRIMO SALIM F MOR
191,-46694531,-23732108,355030823000041,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE DAS ARVORES,7132-3,AV  DO ARVOREIRO,S/N,CAPELA DO SOCORRO,CONJ HAB PARQUE DAS ARVO
192,-46694256,-23532317,355030848000070,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,AGUA BRANCA,5025-3,RUA SILVEIRA RODRIGUES C/ MARIO,38,VL ROMANA,VESPASIANO E JESUINO BAN
193,-46694052,-23776081,355030830000643,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD. NOVO HORIZONTE,1174-6,RUA LUAR DE LAGRIMAS,S/N,JD NOVO HORIZONTE,
194,-46694016,-23469518,355030811000128,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,GUARIROBA,3079-1,RUA JOSE FELIX ALVES PACHECO,209,VL BRASILANDIA,DEPOSITO COMBARA DE CONS
195,-46693941,-23736838,355030830000422,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE SAO PAULO,5116-0,RUA GAETANO DONIZETTI,S/N,PQ BRASIL,ESQUINA ESTRADA DO BOROR
196,-46693651,-23495944,355030829000020,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,SANTA MARINA,6028-3,RUA ESTEVAO FURQUIM,428,NOSSA SENHORA DO O,TV PEDROSO XAVIER
197,-46693360,-23639340,355030871000009,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,DEODORO,6075-5,RUA COMEN ELIAS ZARZUR,S/N,STO AMARO,A 20M DA R AMERICO BRASI
198,-46692967,-23737043,355030830000422,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQUE AMERICA,1161-4,RUA BENEDITO MARCELLO,S/N,PQ SAO PAULO,
199,-46692782,-23488569,355030829000015,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,ITABERABA,7035-1,RUA DOS SITIANTES,360,LIMAO,TV AV ITABERABA ALTURA D
200,-46692185,-23660161,355030816000068,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,JARDIM NOVE DE JULHO,6155-7,RUA DAS CAPITANIAS,S/N,JD NOVE DE JULHO,RUA DR PAULO DE QUEIROZ
201,-46691700,-23556540,355030862000127,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,VILA MADALENA,7018-1,RUA MOURATO COELHO,S/N,VL MADALENA,TV RUA FRADIQUE COUTINHO
202,-46691525,-23452807,355030811000139,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM PRINCESA,1239-4,RUA VITANTONIO MATOROSA,,JARDIM PRINCESA,
203,-46690880,-23536641,355030860000176,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMPEIA,7019-0,RUA BARAO DO BANANAL C COARI,1865,VL POMPEIA,PROXIMO HOSPITAL SAO CAM
204,-46690174,-23736523,355030830000279,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM EDA,3040-6,RUA JOSE ANTUNES CERDEIRA,S/N,PQ AMERICA,SUPERMERCADO ESPINHERA
205,-46689547,-23772478,355030830000039,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ALMEIDA PRADO,7158-7,RUA MARCO AURELIO MARILAN,S/N,JD ALMEIDA PRADO,
206,-46689547,-23460850,355030811000234,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM GUARANI,5130-6,RUA SOUZA CARVALHO,S/N,JD GUARANI,
207,-46689537,-23601569,355030835000033,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,1081-2,AV  NOVA INDEPENDENCIA,S/N,CID MONCOES,ENTRE OS N.S 489 E 837
208,-46689528,-23605785,355030835000183,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BREJO ALEGRE,3027-9,RUA INDIANA,1428,STO AMARO,AV SANTO AMARO
209,-46689050,-23589279,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,IGUATEMI,7017-3,RUA SAO MARUM,520,ITAIM BIBI,AV HENRIQUE CHAMMA E JUS
210,-46688755,-23721351,355030823000015,3550308005218,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,AV DAS JABOTICABEIRAS,1139-8,ES  DO CAPOEIRAO,S/N,JD COLONIAL,PX AO SESC
211,-46688631,-23668206,355030816000056,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA ISA,4085-1,RUA AMOIPIRA,S/N,VL ISA,TV AV NOSSA SENHORA DO S
212,-46688328,-23532536,355030860000208,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMPEIA,4013-4,RUA TAVARES BASTOS,901,VL POMPEIA,RUA BARAO DO BANANAL
213,-46688136,-23619008,355030835000126,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BROOKLIM PAULISTA,3045-7,RUA ROQUE PETRELA,,BROOKLIM PAULISTA,ENTRE AS RUAS CITADAS
214,-46688100,-23615375,355030835000118,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BROOKLIN PAULISTA,6063-1,RUA GODOI COLACO,1016,BROOKLIN PAULISTA,AV MORUMBI E R ALVARO RO
215,-46688036,-23702484,355030823000180,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SATELITE,7144-7,RUA CLAUDIO SERGIO BERE,S/N,JD SATELITE,FELICIANO CORREIA E HERB
216,-46687862,-23547709,355030862000086,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,JARDIM DAS BANDEIRAS,4069-0,RUA LUMINARIAS,S/N,JD DAS BANDEIRAS,AV HEITOR PENTEADO
217,-46687658,-23471528,355030811000074,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BRASILANDIA,5038-5,RUA COLUMBIA,289,VL BRASILANDIA,TV DA RUA PARAPUA ALTURA
218,-46687625,-23544208,355030860000081,3550308005056,61,PERDIZES,8,LAPA,Oeste,Oeste,SUMAREZINHO,4011-8,RUA CAYOWAA,2008,SUMAREZINHO,AV HEITOR PENTEADO
219,-46687389,-23717248,355030823000032,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA SAO BENEDITO,4077-0,RUA JOSE BONIFACIO FILHO,,CID DUTRA,AV FRUTUOSO
220,-46687209,-23566770,355030862000039,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,CERQUEIRA CEZAR,5014-8,RUA ANTONIO BICUDO,50,CERQUEIRA CEZAR,TV DA RUA TEODORO SAMPAI
221,-46686720,-23713787,355030823000069,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PRIMAVERA,7049-1,RUA FRANCISCO BARRETO,100,JD PRIMAVERA,JARDIM PRIMAVERA
222,-46686163,-23673758,355030816000022,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CAMPO GRANDE,1077-4,RUA ARNALDO MAGNICARO,398,JD JURUBATUBA,AV NOSSA SRA DO SABARA
223,-46686018,-23747262,355030830000052,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE GRAJAU,1071-5,RUA JOSE BEZERRA FILHO,49,PQ GRAJAU,ESTRADA DO BORORE-PANIF.
224,-46685290,-23480282,355030811000123,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BANCARIA,3059-7,RUA MARQUES DO RECIFE,330,VL BANCARIA,TV AV ITABERABA ALTURA 2
225,-46685059,-23494622,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA DAS PALMEIRAS,1022-7,RUA BENEDITO GUEDES DE OLIVEIRA,450,VL PALMEIRAS,AV NAFAR SOUZA
226,-46684814,-23468647,355030811000229,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM ANA MARIA,7125-0,RUA JAIRO PINTO ARAUJO,166,JD ANA MARIA,CORREGO AGUA DAS PEDRAS
227,-46684543,-23612436,355030835000096,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,4079-7,RUA PENSYLVANIA,S/N,CID MONCOES,R CALIFORNIA E FLORIDA
228,-46684264,-23755346,355030830000016,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CONJ.RES.BRIG.FARIA LIMA,7081-5,RUA SAO CAETANO DO SUL,518,GRAJAU,CONJ RES FARIA LIMA
229,-46684112,-23529744,355030860000092,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,VILA POMPEIA,6043-7,RUA MIN FERREIRA ALVES C/ TUCUNA,340,VL POMPEIA,AV. POMPEIA
230,-46683896,-23501452,355030850000067,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA CAROLINA,4019-3,RUA ANTONIO MUNHOS BONILHA,235,VL CAROLINA,TV AV DEPUTADO EMILIO CA
231,-46683530,-23783933,355030830000304,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM VARGINHA,1270-0,RUA RAIMUNDA P DE ALENCAR DA SILVA,,JARDIM VARGINHA,
232,-46683486,-23766891,355030830000002,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM TRES CORACOES,1127-4,RUA BENEDITA MARTINS RAMOS,S/N,JD TRES CORACOES,PONTO FINAL ONIBUS
233,-46683155,-23450265,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM VISTA ALEGRE,3116-0,RUA ITATIBA DO SUL,4,JD VISTA ALEGRE,C/RUA FIRMINOPOLIS
234,-46683017,-23754325,355030830000014,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,RIO PRETO,4111-4,RUA SAO JOSE DO RIO PRETO,495,GRAJAU,CONJ. RESIDENCIAL FARIA
235,-46682070,-23679439,355030816000006,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA ARRIETE,6080-1,RUA ORLANDO PINTO RIBEIRO,277,VL ARRIETE,SUPER MERCADO BARATEIRO
236,-46681941,-23752316,355030830000054,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,COCAIA,1147-9,AV  TRINTA E SETE CONJ FARIA LIMA,S/N,PQ COCAIA,RUA CAMPO DO ARAVIL
