ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
592,-46694658,-23477611,355030829000064,3550308005118,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM IRACEMA,4075-4,RUA DOS MORGADOS,188,JARDIM IRACEMA,ABILIO PRIMO SALIM F MORGADO
593,-46687658,-23471528,355030811000074,3550308005120,03,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BRASIL-NDIA,5038-5,RUA COLUMBIA,289,VILA BRASILANDIA,TV DA RUA PARAPUA ALTURA 150
594,-46706394,-23490985,355030829000088,3550308005116,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA NIGRI,5050-4,RUA MOINHO VELHO,770,VILA NIGRI,TV DA RUA JO+O CORDEIRO
595,-46693588,-23496061,355030829000020,3550308005117,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,SANTA MARINA,6028-3,RUA ESTEV+O FURQUIM,428,NOSSA SENHORA DO O,TV PEDROSO XAVIER
596,-46707410,-23482443,355030829000111,3550308005116,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA MIRIAM,6050-0,RUA ANTONIO GOMES DE OLIVEIRA,458,VILA MIRIAN,PARALELA A AV FAUD
597,-46696996,-23493291,355030829000009,3550308005117,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM MONJOLO,6070-4,PC JARDIM MONJOLO,24,JARDIM MONJOLO,P-TIO ASFALTADO
598,-46675576,-23460395,355030811000102,3550308005121,03,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE TIET-,6084-4,RUA S+O FRANCISCO DO HUMAIT-,464,PARQUE TIETE,TV AV GENERAL PENHA BRASIL
599,-46692857,-23488513,355030829000035,3550308005117,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,ITABERABA,7035-1,RUA MESTRAS PIAS FILIPPINI,360,LIMAO,TV AV ITABERABA ALTURA DO 16
600,-46704765,-23497344,355030829000051,3550308005116,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA GON?ALVES,7044-0,RUA PROFESSOR  JO+O MACHADO,719,VILA GON?ALVES,AV MINISTRO PETR?NIO PORTELA
601,-46704429,-23469719,355030829000136,3550308005119,03,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MORRO GRANDE,7060-2,RUA MARIA NAZARO DA SILVA,224,VILA BRASILANDIA,PRA?A SANTA CLARA DE ASSIS
602,-46698613,-23458262,355030811000366,3550308005123,03,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MUNIZ BARRETO,7069-6,RUA H+LCIO DA SILVA,10,VILA BRASILANDIA,PR?XIMO RUA SANTA TEREZINHA
603,-46684900,-23468654,355030811000229,3550308005123,03,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM ANA MARIA,7125-0,RUA JAIRO PINTO DE ARA+JO,166,JARDIM ANA MARIA,C?RREGO -GUA DAS PEDRAS
604,-46415805,-23543593,355030831000104,3550308005265,28,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,GUAIANASES,1039-1,RUA COPEN GETULINA E  BOM JESUS (confinada),,GUAIANASES,ENTRE  FCO PINHEIRO E MELO PAI
605,-46413759,-23538901,355030896000205,3550308005260,28,LAJEADO,28,GUAIANAZES,Leste,Leste 2,GUAIANASES,4044-4,PRA?A ANDES (confinada),,GUAIANASES,TRIST+O GAGO PR?X  EST GUAIAN
606,-46410427,-23535988,355030896000199,3550308005259,28,LAJEADO,28,GUAIANAZES,Leste,Leste 2,VILA YOLANDA,7096-3,RUA BRIGADEIRO HARDMAN,,VILA YOLANDA,TV ES LAGEADO FINAL R CAP PU
607,-46418352,-23528583,355030896000099,3550308005257,28,LAJEADO,28,GUAIANAZES,Leste,Leste 2,JARDIM C+LIA,7103-0,RUA JOAQUIM MIGUEL DUTRA,237,JARDIM C+LIA,TV ESTRADA DO LAGEADO 5600
608,-46616988,-23589519,355030834000066,3550308005043,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA S+O JOS+,1009-0,RUA OLIVEIRA MELO,779,ALTO DO IPIRANGA,TV DA RUA DR. MARIO VICENTE
609,-46618823,-23613232,355030827000028,3550308005044,13,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM DA SA+DE,1065-0,PRA?A BR-S GON?ALVES,,JARDIM DA SA+DE,FINAL AV BOSQUE DA SA+DE
610,-46585351,-23630860,355030868000094,3550308005087,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA CRIST-LIA,1066-9,RUA ANTONIO LAMAS,31,VILA CRIST-LIA,ESTRADA DAS L-GRIMAS
611,-46607870,-23588222,355030834000008,3550308005043,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALTO DO IPIRANGA,3011-2,RUA XAVIER DE ALMEIDA,427,VILA MONUMENTO,INSTITUTO DE CEGOS PADRE CHI
612,-46608540,-23638287,355030868000151,3550308005088,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DAS MERC-S,3023-6,RUA AM-LCAR VELOSO PEDERNEIRAS,120,VILA DAS MERC-S,AV PADRE ARLINDO VIEIRA
613,-46624000,-23631782,355030827000166,3550308005091,13,CURSINO,13,IPIRANGA,Sul,Sul 1,-GUA FUNDA,3036-8,RUA M-RIO SCHIOPA,175,-GUA FUNDA,SIDER+RGICA ALIPERTI
614,-46623190,-23610491,355030827000048,3550308005044,13,CURSINO,13,IPIRANGA,Sul,Sul 1,PORONGABA,3064-3,RUA MATIAS TEIXEIRA,165,BOSQUE DA SA+DE,TV RUA ITABORA-
615,-46592113,-23634985,355030868000056,3550308005087,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA ARAPU+,3083-0,RUA RIZZIERI NEGRINI,199,VILA ARAPU+,COLOMBO FLORENCE C ANT HERDE
616,-46612722,-23573900,355030834000070,3550308005019,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA MONUMENTO,4009-6,RUA GUINLE,95,VILA NAIR,TRAVESSA RUA MARIANO PROCOPI
617,-46610830,-23609493,355030827000169,3550308005044,13,CURSINO,13,IPIRANGA,Sul,Sul 1,CERRA?+O,4025-8,RUA LINO GUEDES,109,MOINHO VELHO,ALTURA DA VERGUEIRO 7450
618,-46594849,-23615412,355030868000130,3550308005085,13,SACOMA,13,IPIRANGA,Sul,Sul 1,S+O JO+O CL-MACO,4027-4,RUA JAPARATUBA,131,S+O JO+O CL-MACO,ESTRADA DAS L-GRIMAS 1600
619,-46613241,-23632580,355030827000083,3550308005091,13,CURSINO,13,IPIRANGA,Sul,Sul 1,SANTA ANGELA,4053-3,RUA EVOLU?+O,833,VILA MORAES,IGREJA SANTA ANGELA
620,-46610335,-23603526,355030834000106,3550308005043,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SUSSUARAMA,4054-1,RUA CINCO DE JULHO,7,IPIRANGA,FIM DA AV NAZAR+
621,-46605735,-23619308,355030868000123,3550308005085,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA VERA,4055-0,AV. CORONEL JOS+  PIRES DE ANDRADE,466,VILA VERA,RUA VERGUEIRO 9000
622,-46587240,-23643283,355030868000203,3550308005090,13,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM LEAR,4092-4,RUA JOS+ ANTONIO VALADARES,13,JARDIM LEAR,ANTIGA AV S+O PAULO
623,-46613281,-23598365,355030834000035,3550308005043,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,5011-3,RUA DOUTOR  M-RIO VICENTE,1715,SACOM+,TV RUA SALVADOR SIMiES
624,-46602080,-23592737,355030834000031,3550308005084,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SACOM+,5013-0,RUA LINO COUTINHO,1046,VILA CARIOCA,TV RUA LORD CROCKRANE
625,-46594614,-23594725,355030834000078,3550308005084,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,AURI VERDE,5020-2,RUA CAMPANTE,81,ALTO DO IPIRANGA,ENTRE UBARAMA E AINDA
626,-46618993,-23613291,355030827000028,3550308005044,13,CURSINO,13,IPIRANGA,Sul,Sul 1,JAGUARI,5022-9,PRA?A BR-S GON?ALVES,308,JARDIM DA SA+DE,FINAL BOSQUE SA+DE
627,-46595042,-23636631,355030868000006,3550308005305,13,SACOMA,13,IPIRANGA,Sul,Sul 1,MARIA ESTELA,5065-2,PRA?A DOUTOR CURADO FLEURY,3,JARDIM MARIA ESTELA,TV AV MARIA ESTELA
628,-46615733,-23601706,355030827000115,3550308005045,13,CURSINO,13,IPIRANGA,Sul,Sul 1,SANTA CRUZ,5067-9,RUA JOS+  COCCIUFFO,85,VILA GUMERCINDO,RUA SANTA CRUZ
629,-46606995,-23575677,355030834000073,3550308005019,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,TEREZA CRISTINA,6011-9,RUA COSTA AGUIAR,261,IPIRANGA,FIXADA
630,-46622675,-23599625,355030827000129,3550308005045,13,CURSINO,13,IPIRANGA,Sul,Sul 1,VILA GUMERCINDO,6016-0,RUA DOM ANTONIO ALVARENGA,,VILA MORAES,PR?XIMO VIADUTO SANTA CRUZ
631,-46608227,-23624585,355030868000121,3550308005088,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DOS QUARENTA,6044-5,RUA ANGATURAMA,454,VILA DAS MERC-S,TV RUA MARQU-S DE LAGE
632,-46599810,-23619065,355030868000077,3550308005085,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA BANDEIRANTES,6049-6,RUA PROFESSOR  RAUL PEDERNEIRAS,125,VILA CONDE DO PINHAL,TV VIA ANCHIETA
633,-46586405,-23625896,355030868000052,3550308005087,13,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM PATENTE,6059-3,AV. PATENTE,468,JARDIM PATENTE,TV ES DAS L-GRIMAS ALTURA 35
634,-46594937,-23646119,355030868000173,3550308005090,13,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA OLIVIERI,6061-5,RUA CL-UDIO FERREIRA MANOEL,29,VILA OLIVIERI,RUA CARLA LIVIERO
635,-46609133,-23646618,355030868000188,3550308005089,13,SACOMA,13,IPIRANGA,Sul,Sul 1,PARQUE BRISTOL,6068-2,AV. JOS+ CAETANO DA ROCHA,93,PARQUE BRISTOL,TV RUA PADRE ARLINDO VIEIRA
636,-46602001,-23606165,355030868000231,3550308005085,13,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOM+,7023-8,RUA AM+RICO SAMARONE,327,SACOM+,TV RUA REGINO ARAG+O
637,-46618858,-23622555,355030827000001,3550308005044,13,CURSINO,13,IPIRANGA,Sul,Sul 1,VILA MORAES,7024-6,RUA DIVIN?POLIS,234,VILA SANTA EUL-LIA,TV AV CURSINO
638,-46611237,-23600863,355030834000086,3550308005043,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA NAIR,7040-8,RUA DONA LEOPOLDINA,243,VILA NAIR,+LTIMA TRAVESSA DA AV NAZAR+
639,-46591627,-23601349,355030834000112,3550308005084,13,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA CARIOCA,7051-3,RUA ALBINO DE MORAES,19,VILA CARIOCA,AV JUNTAS PROVIS?RIAS
640,-46605049,-23638995,355030868000112,3550308005305,13,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM BOTUCATU,7079-3,RUA DOUTOR  EUG-NIO EGAS,250,JARDIM CL-MAX,PRA?A EDUARDO COSTA MANSO
641,-46604195,-23631874,355030868000071,3550308005305,13,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM TROPICAL,7091-2,RUA ENGENHEIRO JOS+ BUENO BICALHO,11,JARDIM TROPICAL,IGREJA N S DOS MERC-S
642,-46503044,-23552212,355030824000104,3550308005150,27,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,ANCHIETA,1091-0,RUA PALMEIRA LACA,,JARDIM ELIANE,AVENIDA ITAQUERA
643,-46457752,-23517975,355030837000154,3550308005199,27,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARQUE GUARANI,1105-3,RUA FLOR DE CABOCLO,1,PARQUE GUARANI,AVENIDA IMPERADOR
644,-46484552,-23576022,355030857000068,3550308005204,27,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SAVOY CITY,1124-0,RUA XAVIER PALMERIM,35,PARQUE SAVOY CITY,TV AV MARIA LUIZA AMERICANO
645,-46433687,-23547388,355030847000001,3550308005262,27,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,COHAB  II,1134-7,PRA?A BOM PASTOR,387,ITAQUERA,GIOVANI QUADRI E GIACOMOQUI
646,-46477402,-23570287,355030857000048,3550308005204,27,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JARDIM NOSSA SENHORA DO CARMO,3094-5,RUA ESTEV+O DIAS VERGARA,700,JARDIM NOSSA SENHORA D,TV AV MARIA LUIZA AMERICANO
647,-46437430,-23554856,355030847000061,3550308005263,27,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,COHAB III,3095-3,RUA EUG-NIO FELIX,41,ITAQUERA,CONJ RESID DE ITAQUERA
648,-46451720,-23528641,355030837000012,3550308005200,27,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,5045-8,RUA BENTO VIEIRA CASTRO,344,ITAQUERA,TV AV PIRES DO RIO
649,-46433645,-23547520,355030847000001,3550308005262,27,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOS+ BONIF-CIO,5112-8,PRA?A BOM PASTOR,462,ITAQUERA,GIOVANI QUADRI E LE?NCIO GUR
650,-46427247,-23537932,355030847000109,3550308005261,27,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JARDIM SANTA HELENA,6056-9,AV. SANTA EDITE,357,JARDIM SANTA HELENA,GUAIANASES
651,-46494029,-23559830,355030824000014,3550308005150,27,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,VILA MATILDE,6092-5,RUA PEDRO LUIZ DE SOUZA,22,JARDIM BRAS-LIA,PC JDIM BRAS-LIA
652,-46454091,-23550631,355030837000181,3550308005202,27,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CARMOSINA,6105-0,RUA S+O FELIX DO PIAU-,1057,VILA CARMOSINA,TV R F XAVIER ANT D JULIA
653,-46465028,-23554641,355030824000120,3550308005203,27,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE L-DER,7038-6,RUA FRANCISCO MUNHOZ FILHO,501,CIDADE L-DER,PARALELA A AV L-DER
654,-46434708,-23529086,355030837000216,3550308005201,27,ITAQUERA,27,ITAQUERA,Leste,Leste 2,XV DE NOVEMBRO,7052-1,RUA IBIAJARA,478,PARADA XV NOVEMBRO,FRENTE ES 15 DE NOVEMBRO
655,-46449639,-23534332,355030837000003,3550308005201,27,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA MASTROCOLA,7087-4,RUA PROFESSOR  BRITO MACHADO,196,VILA MASTROCOLA,VILA MASTROCOLA
656,-46381975,-23505376,355030836000012,3550308005251,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CAMARGO VELHO,1099-5,AV. ACADEMIA DE S+O PAULO,772,JARDIM CAMARGO NOVO,RUA DO PROGRESSO
657,-46423925,-23497732,355030884000100,3550308005253,24,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA CURU?-,3051-1,RUA IVOTURUCAIA,411,VILA CURU?- VELHA,SAL+O DE FESTA NORDEST+O
658,-46378572,-23484961,355030836000236,3550308005250,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM DAS OLIVEIRAS,3150-0,RUA VALDOMIRO GONZAGA SILVA,,JARDIM DAS OLIVEIRA,RUA OSVALDO CORREIA
659,-46392451,-23507647,355030836000291,3550308005249,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,PROGRESSO,4107-6,AV. JOS+ BORGES DO CANTO,8,JARDIM CAMARGO VELHO,FINAL ON ITAIM PAULISTA
660,-46405557,-23498760,355030836000302,3550308005249,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM,5046-6,RUA VEREDA DO PARA-SO,8,ITAIM PAULISTA,BENEDITO A FREITAS E DURVAL
661,-46407494,-23507210,355030884000116,3550308005248,24,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PARQUE SANTA RITA,6096-8,RUA ANAJATUBA,866,PARQUE SANTA RITA,P FINAL ?NIBUS JD DOS IP-S
662,-46422156,-23508975,355030884000024,3550308005253,24,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,FLAMINGO,6107-7,AV. FLAMINGO,37,VILA CURU?- NOVA,PT FINAL ON CURU?- VELHA
663,-46380065,-23509917,355030836000089,3550308005254,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NELIA,6167-0,RUA M-RIO SAMMARCO,,JARDIM NELIA,
664,-46413861,-23504736,355030884000032,3550308005248,24,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM SILVA TELLES,7053-0,AV DOS IP-S/Rua  Ca raripe das -guas,177,JARDIM DOS IP-S,TRAV AV  MARECHAL TITO
665,-46379406,-23493522,355030836000113,3550308005251,24,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM DAS OLIVEIRAS,7084-0,RUA MONS. SALIM E MANOEL LEME SILVA,4,JARDIM DAS OLIVEIRAS,PT FINAL ON JD OLIVEIRAS
666,-46635449,-23640350,355030838000253,3550308005093,15,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE VARGAS,1044-8,PRA?A NOVA AM+RICA,,CIDADE VARGAS,ESQ RUA S+O WENCESLAU
667,-46588232,-23467504,355030839000017,3550308005070,06,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,JA?AN+,1026-0,RUA BENJAMIM PEREIRA,521,JACAN+,ENTRE ELIMO E EMIL FIGUEIREDO
668,-46697784,-23526881,355030848000012,3550308005058,08,LAPA,8,LAPA,Oeste,Oeste,LAPA,1004-9,RUA F-BIA,701,VILA ROMANA,RUA CAT+O
669,-46755106,-23511322,355030840000017,3550308005109,08,JAGUARA,8,LAPA,Oeste,Oeste,SANTA EDWIGES,1043-0,RUA AGAMENON MAGALH+ES,138,SANTA EDWIGES,RUA AD+O GON?ALVES
670,-46673517,-23530969,355030806000017,3550308005029,08,BARRA FUNDA,8,LAPA,Oeste,Oeste,CAIOV-S,1053-7,RUA TANABI,35,-GUA BRANCA,AVENIDA ANT-RTICA
671,-46746348,-23542613,355030841000049,3550308005108,08,JAGUARE,8,LAPA,Oeste,Oeste,CENTRO INDUSTR. DO JAGUAR+,1104-5,RUA BARCELONA,99,JAGUAR+,AV. PRESIDENTE ALTINO 655
672,-46673003,-23539419,355030860000031,3550308005026,08,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DAS PERDIZES,3008-2,RUA MINISTRO GODOY,1261,PERDIZES,PONTF UNIVERSIDADE CAT?LICA
673,-46701407,-23531510,355030848000043,3550308005059,08,LAPA,8,LAPA,Oeste,Oeste,VILA ROMANA,3019-8,RUA SEPETIBA,510,VILA ROMANA,RUA AUR+LIA
674,-46720069,-23515265,355030848000130,3550308005058,08,LAPA,8,LAPA,Oeste,Oeste,VILA ANAST-CIO,3034-1,RUA BARTOLOMEU BUENO,161,VILA ANAST-CIO,IND+STRIA SOFUNGE
675,-46759864,-23501551,355030840000022,3550308005109,08,JAGUARA,8,LAPA,Oeste,Oeste,VILA PIAU-,3063-5,RUA FLOR DA CACHOEIRA E  S DO TEIXEIRA,48,VILA PIAUI,RUA NILVA
676,-46687968,-23544380,355030860000082,3550308005056,08,PERDIZES,8,LAPA,Oeste,Oeste,SUMAR+ZINHO,4011-8,RUA CAIOVAA,2008,SUMAR+ZINHO,AV HEITOR PENTEADO
677,-46690895,-23531282,355030860000116,3550308005057,08,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMP+IA,4013-4,RUA TAVARES BASTOS,901,VILA POMP+IA,RUA BAR+O DO BANANAL
678,-46718135,-23530931,355030848000084,3550308005059,08,LAPA,8,LAPA,Oeste,Oeste,PIO XI,4028-2,RUA SALES J+NIOR,555,ALTO DA LAPA,COL+GIO SALESIANO
679,-46725427,-23528596,355030888000058,3550308005107,08,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,VILA HAMBURGUESA,4048-7,RUA LAURO MULLER,12,VILA HAMBURGUESA,CENTRO ESPORTIVO PELEZ+O
680,-46671999,-23539729,355030860000051,3550308005026,08,PERDIZES,8,LAPA,Oeste,Oeste,JO+O RAMALHO,5010-5,RUA CAIUBI,401,PERDIZES,RUA JO+O RAMALHO
681,-46694285,-23532508,355030848000070,3550308005059,08,LAPA,8,LAPA,Oeste,Oeste,-GUA BRANCA,5025-3,RUA SILVEIRA RODRIGUES,38,VILA ROMANA,VESPASIANO E JESU-NO BANDEIRA
682,-46709008,-23520065,355030848000058,3550308005058,08,LAPA,8,LAPA,Oeste,Oeste,ALTO DA LAPA,5030-0,RUA DOM JO+O V,85,ALTO DA LAPA,RUA AFONSO SARDINHA
683,-46727144,-23521998,355030888000021,3550308005107,08,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,VILA LEOPOLDINA,5036-9,RUA ALIAN?A LIBERAL,603,VILA LEOPOLDINA,RUA GUAIP-
684,-46749785,-23553000,355030841000094,3550308005108,08,JAGUARE,8,LAPA,Oeste,Oeste,LAGEADO,5068-7,AV. ARAIC-S,254,JAGUAR+,TERMINA N. 45
685,-46704387,-23535253,355030848000047,3550308005059,08,LAPA,8,LAPA,Oeste,Oeste,VILA IPOJUCA,6025-9,RUA SALVADOR CARUSO,705,VILA IPOJUCA,E FELIX DOS SANTOS
686,-46683154,-23530448,355030860000205,3550308005055,08,PERDIZES,8,LAPA,Oeste,Oeste,VILA POMP+IA,6043-7,RUA MINISTRO FERREIRA ALVES,340,VILA POMP+IA,AV POMP+IA
687,-46716397,-23538174,355030802000064,3550308005106,11,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,DARDANELOS,6064-0,RUA DARDANELOS,306,LAPA,AV DIOGENES RIBEIRO DE LIMA
688,-46690858,-23536763,355030860000088,3550308005057,08,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMP+IA,7019-0,RUA BAR+O DO BANANAL,1865,VILA POMP+IA,PR?XIMO HOSPITAL S+O CAMILO
689,-46778381,-23695923,355030843000049,3550308005291,18,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JARDIM RANIERI,1119-3,ESTRADA MANOEL COSTA DANTAS,5786,JARDIM RANIERI,TV ES M?BOI MIRIM
690,-46754235,-23661028,355030846000179,3550308005229,18,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PARQUE SANTO ANTONIO,3069-4,RUA MERCEDES NASSER SABAG,10,PARQUE SANTO ANTONIO,PONTO FINAL DO ?NIBUS
691,-46732862,-23657077,355030846000234,3550308005224,18,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM IBIRAPUERA,3101-1,RUA SALGUEIRO DO CARMO,110,JARDIM IBIRAPUERA,PX AO N. 384 E 856
692,-46585638,-23505272,355030889000067,3550308005034,07,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA MARIA,4031-2,RUA MOREIRA DE VASCONCELOS,,VILA MARIA,PRA?A DA ALEGRIA
693,-46577753,-23486057,355030892000012,3550308005068,07,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,CENTRAL,4067-3,RUA ANTENOR NAVARRO,,JARDIM BRASIL,TV AV JAP+O
694,-46613272,-23506585,355030886000032,3550308005031,07,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,JACUNA,5023-7,RUA GUARACININGA,,VILA GUILHERME,TV RUA JACUNA
695,-46588118,-23483272,355030892000129,3550308005067,07,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,MANOEL SOVERAL,5026-1,RUA ANTONIO DE SOUZA,,SANTANA,CAIXA D?-GUA DE SANTANA
696,-46588582,-23506718,355030889000172,3550308005034,07,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,PRA?A 57,5047-4,AV. ALBERTO BYINGTON,,VILA MARIA,PR?XIMO PRA?A COSMORAMA
697,-46594919,-23510134,355030886000008,3550308005031,07,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,PETR?POLIS,5051-2,PRA?A DOS TROTADORES,,VILA MARIA,TV AV GUILHERME
698,-46567765,-23521029,355030889000048,3550308005035,07,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,SANTO EL-SIO,5061-0,RUA SOLDADO JOS+ VICENTE DE PAULA,,VILA MARIA,AV SERAFIM GON?ALVES PEREIRA
699,-46600839,-23552717,355030853000042,3550308005018,25,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,1005-7,RUA DOS TRILHOS,869,BRESSER,RUA BRESSER
700,-46573954,-23545594,355030880000099,3550308005038,25,TATUAPE,25,MOOCA,Leste,Leste 1,M++E DO C+U,1008-1,RUA TUIUTI,2753,TATUAP+,PRA?A SILVIO ROMERO
701,-46582932,-23564735,355030801000054,3550308005039,25,AGUA RASA,25,MOOCA,Leste,Leste 1,PIRASSUNUNGA,1013-8,RUA TEREZINA,615,ALTO DA MOOCA,CAMPO LARGO E MANAUS
702,-46598457,-23566056,355030853000036,3550308005018,25,MOOCA,25,MOOCA,Leste,Leste 1,PARQUE DA MOOCA,3010-4,RUA CONDE PRATES,10,PARQUE DA MOOCA,TV RUA JUMANA
703,-46592562,-23557587,355030853000027,3550308005017,25,MOOCA,25,MOOCA,Leste,Leste 1,FERNANDES FALC+O,3012-0,RUA PIRES DE CAMPOS,24,MOOCA,ENTRE CUIAB- E FRAN?A CARVAL
704,-46589045,-23557615,355030853000045,3550308005017,25,MOOCA,25,MOOCA,Leste,Leste 1,-GUA RASA,3013-9,RUA D+CIO ABRAMO,17,AGUA RASA,FERNANDO FALC+O E ITAQUERI
705,-46576838,-23538722,355030880000103,3550308005036,25,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAP+,3015-5,RUA ALMIRANTE CALHEIROS,22,TATUAP+,ESTA?+O METRO TATUAP+
706,-46600839,-23552717,355030853000042,3550308005018,25,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,4004-5,RUA DOS TRILHOS,869,MOOCA,TV RUA BRESSER
707,-46624386,-23529371,355030856000021,3550308005015,25,PARI,25,MOOCA,Leste,Leste 1,CANIND+,4005-3,RUA VIDAL DE NEGREIROS,76,CANIND+,TV AV CRUZEIRO DO SUL
708,-46596625,-23561659,355030853000004,3550308005017,25,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA,4010-0,RUA MADRE DE DEUS,604,MOOCA,TV RUA VISCONDE DE INHOMIRIM
709,-46574336,-23572732,355030801000022,3550308005041,25,AGUA RASA,25,MOOCA,Leste,Leste 1,UMUARAMA,4020-7,RUA MINISTRO SALGADO FILHO,485,VILA ORAT?RIO,TV RUA PAULO DE  LIMA CORREA
