ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
409,-46564575,-23475745,355030839000101,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,EDU CHAVES,50407,RUA LILIENTAL,,TUCURUVI
410,-46603093,-23461936,355030881000010,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,VILA MAZZEI,50482,RUA MANOEL GAYA,,VL MAZZEI
411,-46613705,-23448080,355030881000137,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,VILA ALBERTINA,50539,RUA ELIAS DE SOUZA PINTO,,VL ALBERTINA
412,-46592001,-23448714,355030881000077,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM JOAMAR,60992,RUA JOSINO VIEIRA GOES,,JD JOAMAR
413,-46621838,-23459739,355030881000093,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,TREMEMBE,70360,RUA ALMEIDA MERCES,,TREMEMBE
414,-46577054,-23439312,355030881000176,3550308005191,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM FONTALIS,71960,RUA MANOEL PEREIRA ROSA,,JD FONTALIS
415,-46700059,-23526596,355030848000012,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA,10049,RUA FABIA C AURELIA,,VL ROMANA
416,-46755106,-23511322,355030840000017,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,SANTA EDWIGES,10430,RUA AGAMENON MAGALHAES,,STA EDWIGES
417,-46673573,-23530697,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,CAIOVAS,10537,RUA DR COSTA JUNIOR C TANABI,,AGUA BRANCA
418,-46746080,-23509975,355030840000001,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,VILA JAGUARA,10561,RUA PEDRO HENRIQUE DE O BRAGANCA,,VL JAGUARA
419,-46746140,-23541965,355030841000049,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CENTRO INDUSTRIAL DO JAGUARE,11045,RUA BARCELONA,,JAGUARE
420,-46673057,-23539369,355030860000031,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DAS PERDIZES,30082,RUA MIN GODOY,,PERDIZES
421,-46701045,-23532750,355030848000044,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,VILA ROMANA,30198,RUA SEPETIBA,,VL ROMANA
422,-46720069,-23515265,355030848000130,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,VILA ANASTACIO,30341,RUA BARTOLOMEU BUENO,,VL ANASTACIO
423,-46749487,-23550536,355030841000090,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,JAGUARE,30554,RUA ROLANDIA,,JAGUARE
424,-46759830,-23501263,355030840000022,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,VILA PIAUI,30635,RUA FLOR CACHOEIRA E S DO TEIXEIRA,,VL PIAUI
425,-46687625,-23544208,355030860000081,3550308005056,61,PERDIZES,8,LAPA,Oeste,Oeste,SUMAREZINHO,40118,RUA CAYOWAA,,SUMAREZINHO
426,-46688328,-23532536,355030860000208,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMPEIA,40134,RUA TAVARES BASTOS,,VL POMPEIA
427,-46717696,-23530893,355030848000052,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PIO XI,40282,RUA SALES JUNIOR,,ALTO DA LAPA
428,-46744255,-23512235,355030840000003,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,VILA JAGUARA,40363,RUA CACHOEIRA DO SUL,,VL JAGUARA
429,-46725363,-23528331,355030888000008,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,VILA HAMBURGUESA,40487,RUA LAURO MULLER,,VL HAMBURGUESA
430,-46671916,-23539535,355030860000051,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,JOAO RAMALHO,50105,RUA AIMBERE C CAIUBI,,PERDIZES
431,-46694256,-23532317,355030848000070,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,AGUA BRANCA,50253,RUA SILVEIRA RODRIGUES C/ MARIO,,VL ROMANA
432,-46709157,-23520173,355030848000058,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,ALTO DA LAPA,50300,RUA DOM JOAO V C SACADURA CABRAL,,ALTO DA LAPA
433,-46727242,-23521813,355030888000033,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,VILA LEOPOLDINA,50369,RUA ALIANCA LIBERAL,,VL LEOPOLDINA
434,-46749753,-23552903,355030841000040,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,LAGEADO,50687,AV ARAICAS,,JAGUARE
435,-46703850,-23536603,355030848000122,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,VILA IPOJUCA,60259,RUA SALVADOR CARUSO,,VL IPOJUCA
436,-46684112,-23529744,355030860000092,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,VILA POMPEIA,60437,RUA MIN FERREIRA ALVES C/ TUCUNA,,VL POMPEIA
437,-46690880,-23536641,355030860000176,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMPEIA,70190,RUA BARAO DO BANANAL C COARI,,VL POMPEIA
438,-46700139,-23518050,355030848000030,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,CENTRAL PARK LAPA,73903,RUA DOM ROMEU ALBERTI,,LAPA DE BAIXO
439,-46615785,-23538897,355030810000007,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,CONCORDIA,10022,RUA CONSELHEIRO BELISARIO,,BRAS
440,-46600586,-23552696,355030853000042,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,10057,RUA DOS TRILHOS C BRESSER,,BRESSER
441,-46599345,-23546378,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,TOLEDO BARBOSA,10065,RUA BELARMINO MATOS,,QUARTA PARADA
442,-46573716,-23545706,355030880000178,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,MAE DO CEU,10081,RUA TUIUTI,,TATUAPE
443,-46582972,-23564711,355030801000054,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,PIRASSUNUNGA,10138,RUA TEREZINA,,ALTO DA MOOCA
444,-46563642,-23575449,355030801000071,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA DIVA,10464,RUA BUENOPOLIS,,VL DIVA
445,-46600551,-23537156,355030808000026,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SILVA TELLES,30066,RUA DR CARLOS GUIMARAES,,BELEM
446,-46604557,-23539037,355030808000053,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,MORAES BARROS,30074,RUA FIRMIANO PINTO,,BRAZ
447,-46598204,-23565912,355030853000037,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,PARQUE DA MOOCA,30104,RUA CONDE PRATES,,PQ DA MOOCA
448,-46592204,-23557306,355030853000116,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,FERNANDES FALCAO,30120,RUA PIRES DE CAMPOS,,MOOCA
449,-46588682,-23557499,355030853000060,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,AGUA RASA,30139,RUA DECIO ABRAMO,,AGUA RASA
450,-46576458,-23534930,355030880000073,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE,30155,RUA ANDRE VIDAL C/ ALM CALHEIROS,,TATUAPE
451,-46561261,-23530646,355030880000058,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,MARANHAO,30244,RUA MATEUS GOMES,,TATUAPE
452,-46568459,-23571230,355030801000004,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA EMA,30520,RUA DR JOAO BIZARRO DA NAVE,,VL EMA
453,-46614915,-23526757,355030856000003,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,CACHOEIRA,30732,RUA CAP MOR PASSOS,,PARI
454,-46610332,-23536131,355030810000027,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,CONCORDIA,40037,RUA SAMPSON C MENDES JUNIOR,,BRAS
455,-46600485,-23552701,355030853000056,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA MODERNA,40045,RUA DOS TRILHOS C BRESSER,,MOOCA
456,-46624402,-23529296,355030856000021,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,CANINDE,40053,RUA VIDAL DE NEGREIROS,,CANINDE
457,-46596711,-23561105,355030853000001,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA,40100,RUA MADRE DE DEUS,,MOOCA
458,-46574290,-23572791,355030801000022,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,UMUARAMA,40207,RUA MIN SALGADO FILHO,,VL ORATORIO
459,-46573628,-23564534,355030801000029,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,PRACA DAS ROSAS,40215,RUA LUIZA CANERO,,VL CANERO
460,-46572413,-23554066,355030801000120,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,RODRIGUES BARBOSA,40223,RUA SEBASTIAO BARBOSA,,TATUAPE
461,-46568019,-23540525,355030880000019,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,PRACA LUZITANIA,40231,RUA AIRI,,TATUAPE
462,-46569519,-23579200,355030801000098,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA SAO CARLOS,41106,RUA ERNESTO GIULIANO,,VL SAO CARLOS
463,-46605343,-23525166,355030808000045,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,PAULO ANDREGUETTI,50067,RUA SILVA TELES,,BELENZINHO
464,-46586167,-23538470,355030808000066,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,BELEM,50075,RUA IRMA CAROLINA,,BELENZINHO
465,-46591379,-23548087,355030853000091,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,TRILHOS,50083,RUA PROF MACHADO TOLOSA,,BELENZINHO
466,-46583470,-23566335,355030801000123,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA BERTIOGA,50156,RUA FLORIANOPOLIS,,ALTO DA MOOCA
467,-46589122,-23575358,355030853000066,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,VILA PRUDENTE,50164,RUA DOMINGOS DA FONSECA,,VL PRUDENTE
468,-46572280,-23541812,355030880000045,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,MAE DO CEU,50172,RUA VISCONDE DE ITABORAY,,TATUAPE
469,-46580632,-23570681,355030801000050,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA ORATORIO,50180,RUA SILVA COUTINHO,,VL PRUDENTE
470,-46566500,-23539647,355030880000007,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,ANTONIO DE BARROS,50296,RUA PLATINA,,TATUAPE
471,-46620688,-23536194,355030810000047,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,JULIO RIBEIRO,60046,RUA HENRIQUE DIAS,,BRAZ
472,-46571353,-23561803,355030801000031,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,PANTOJO,60186,RUA BOM JESUS,,ALTO DA MOOCA
473,-46563462,-23548987,355030880000064,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,MARIA CANDIDA,60194,RUA ANTONIO CAMARDO,,TATUAPE
474,-46568954,-23530027,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,SAO JORGE,60275,RUA SANTA CATARINA,,TATUAPE
475,-46613845,-23532394,355030856000012,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI,70033,RUA MENDES GONCALVES,,PARI
476,-46599907,-23563314,355030853000039,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA,70076,RUA TABAJARAS,,MOOCA
477,-46587652,-23563922,355030801000107,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA LESTE,70092,RUA VALENTIM MAGALHAES,,VL LESTE
478,-46587695,-23543631,355030808000015,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,ITAMARACA,70106,RUA SERRA DE JAIRE,,ALTO DA MOOCA
479,-46582837,-23536811,355030808000046,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,IRMA CAROLINA,70114,RUA ENG REINALDO CAJADO,,BELENZINHO
480,-46564163,-23569978,355030801000037,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA INVERNADA,70564,RUA DOM PEDRO I,,VL INVERNADA
481,-46556465,-23532833,355030880000059,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CHACARA MARANHAO,70890,RUA ADELINO DE ALMEIDA CASTILHO,,TATUAPE
482,-46620132,-23548105,355030810000012,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,BRAS MODERNA,71536,RUA TORQUATO NETO,,BRAS
483,-46565626,-23536024,355030880000009,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,METRO CARRAO,72613,RUA DR CORINTO BALDOINO COSTA,,VL ZILDA
484,-46539086,-23516796,355030859000107,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,PENHA,10324,RUA OMACHA,,PENHA
485,-46518170,-23544936,355030891000021,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA DALILA,10340,PC BAUXITA,,VL DALILA
486,-46520302,-23523930,355030859000004,3550308005144,60,PENHA,21,PENHA,Leste,Leste 1,MARIA CARLOTA,10359,RUA NILZA,,VL ESPERANCA
487,-46488401,-23539253,355030805000036,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,ARTUR ALVIM,10367,RUA BENEDITO LEAL,,PQ ARTUR ALVIM
488,-46536845,-23507609,355030818000093,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,EDIMBURGO,10685,RUA GOITA,,CANGAIBA
489,-46518740,-23498859,355030818000024,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA SAO LOURENCO,11380,PC DO HORTICULTORES,,ENG GOULART
490,-46507442,-23501242,355030818000067,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA SILVIA,11436,RUA PASTORIL DE ITAPETINGA,,VL SILVIA
491,-46479930,-23551007,355030805000091,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CEZAR DIAS,11509,RUA CESAR DIAS,,ITAQUERA
492,-46536290,-23522636,355030859000071,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,MIRANDINHA,30430,RUA MIRANDINHA,,PENHA
493,-46529190,-23502206,355030818000062,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,OURO,30449,RUA MIGUEL GARCIA,,VL PAULISTANIA
494,-46513450,-23520880,355030859000173,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,VILA NOVA GRANADA,30481,RUA FRANCISCO DE OLIVEIRA BRAGA,,VL NOVA GRANADA
495,-46514686,-23532469,355030891000062,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA GUILHERMINA,30490,RUA ASSIS VALENTE C GIL RIBEIRO,,VL GUILHERMINA
496,-46497482,-23526396,355030859000131,3550308005144,60,PENHA,21,PENHA,Leste,Leste 1,JARDIM TRES MARIAS,30503,RUA MUNICIPAL,,TRES MARIA
497,-46510428,-23543714,355030891000016,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA TALARICO,30759,RUA BENTO QUIRINO,,VL TALARICO
498,-46479045,-23531381,355030805000045,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JARDIM COIMBRA,30821,RUA PITAGORAS,,JD COIMBRA
499,-46508175,-23504116,355030818000046,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,JARDIM DANFER,30988,RUA JOSE DA PENHA,,JD DANFER
500,-46542976,-23510418,355030818000148,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CANGAIBA,31399,RUA BARTOLOMEU QUADROS,,CANGAIBA
501,-46539200,-23521238,355030859000102,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,PENHA,40371,RUA PEDRO ALEGRETTI,,PENHA
502,-46527190,-23530784,355030859000046,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,MARIA CARLOTA,40380,RUA MARIA CARLOTA,,PENHA
503,-46527531,-23535020,355030891000078,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PELAGIO MARQUEZ,40398,RUA DURVALINA,,VL MATILDE
504,-46551155,-23511338,355030859000191,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,ENGENHEIRO TRINDADE,40630,RUA ENG TRINDADE,,PENHA
505,-46487896,-23537833,355030805000017,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PRACA ARTUR ALVIM,40657,RUA BENEDITO LEAL,,ARTUR ALVIM
506,-46505749,-23536213,355030891000067,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PATROCINIO PAULISTA,40703,RUA IVAN MAIA VASCONCELOS,,JD TRIANA
507,-46500000,-23545665,355030805000130,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,VILA NHOCUNE,41130,RUA MADRE LUISA DOS ANJOS,,VL NHOCUNE
508,-46525952,-23514147,355030859000055,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,TIQUATIRA,43800,RUA PAULO MARQUES,,VILA VIDAL
509,-46480246,-23550069,355030805000073,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,ITAQUERA,43907,RUA ANDREA FELICIANI,,ARTUR ALVIM
510,-46515902,-23498151,355030818000024,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,ENGENHEIRO GOULART,50415,RUA DR AUGUSTO S LOPES,,ENG GOULART
511,-46485183,-23533286,355030805000021,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JARDIM NORDESTE,50440,AV MARAIAL,,JD NORDESTE
512,-46530155,-23519606,355030859000052,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,VILA SALETE,50644,RUA JULIO RINALDI,,CANGAIBA
513,-46527866,-23541693,355030891000075,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PRINCEZA IZABEL,50938,RUA CAP JOSE LEITE,,VL MATILDE
514,-46484595,-23552371,355030805000132,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PADRE JOSE DE ANCHIETA,50989,RUA SILVIO TORRES,,ITAQUERA COHAB I
515,-46526362,-23510445,355030818000184,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,RUI BARBOSA,51063,AV DA JUSTICA,,VL RUI BARBOSA
516,-46544651,-23527407,355030859000119,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,NOSSA SENHORA DE FATIMA,60291,PC MARIA HELENA BONELLI PALMA,,VILA RUI BARBOSA
517,-46545580,-23536984,355030891000130,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,GUAIAUNA,60305,RUA EDGARD DE SOUZA,,VL ARICANDUVA
518,-46521810,-23517701,355030859000008,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,VILA SINANDUVA,60364,RUA SINANDUVA,,VL MARIETA
519,-46515634,-23531461,355030891000082,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA GUILHERMINA,60372,RUA SANTO ALEXANDRE,,VL GUILHERMINA
520,-46516228,-23552488,355030891000045,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,JARDIM MARINGA,60429,RUA MENDONCA DRUMONT,,JD MARINGA
521,-46506925,-23521151,355030859000067,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,VILA RE,60470,RUA MUNICIPAL,,VL RE
522,-46494722,-23543354,355030805000083,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,VILA NHOCUNE,60666,RUA SAO VITORIO,,VL NHOCUNE
523,-46497429,-23502402,355030818000174,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA CISPER,60690,RUA JOSE GOMES FARIA,,VL CISPER
524,-46505024,-23491824,355030818000113,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,CONJUNTO HABIT VILA SILVIA,61727,RUA SERRA VERDE,,VILA SILVIA
525,-46545577,-23521495,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,PRACA DO CERQUILHO,63908,PC DANILO JOSE FERNANDES,,PENHA
526,-46548001,-23529394,355030859000117,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,VILA CAREZZI,70319,RUA GENERAL SOCRATES,,PENHA
527,-46533442,-23519065,355030859000074,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,VILA SANTANA,70327,RUA ENEAS DE BARROS,,VL SANTANA
528,-46525781,-23538358,355030891000077,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,JOSE MASCARENHAS,70335,AV MELCHERT,,VL MATILDE
529,-46504470,-23529686,355030891000102,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,CIDADE PATRIARCA,70378,RUA CACHOEIRA PAULISTA,,CID PATRIARCA
530,-46473895,-23534548,355030805000048,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CIDADE A E CARVALHO,70505,RUA TALES DE MILETO,,CID A E CARVALHO
531,-46485211,-23544912,355030805000055,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PADRE MANOEL DA NOBREGA,71064,RUA PDE FRANCISCO DE TOLEDO,,ITAQUERA COHAB I
532,-46513506,-23510319,355030818000050,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,IMPERIAL,71161,AV GENTIL BRAGA,,VL BUENOS AYRES
533,-46484047,-23526997,355030805000066,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PRACA SANTA QUITERIA,71463,RUA JOSE ALOYSIO BRANDAO VILELA,,JD NORDESTE
534,-46535261,-23501372,355030818000096,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,JARDIM PIRATININGA,72141,RUA ADELINA LINHARES,,JD PIRATININGA
535,-46675197,-23597861,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA OLIMPIA,10596,RUA HELION POVOA,,VL OLIMPIA
536,-46689537,-23601569,355030835000033,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,10812,AV NOVA INDEPENDENCIA,,CID MONCOES
537,-46669738,-23561568,355030845000048,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HEITOR PENTEADO,11339,RUA OSCAR FREIRE,,SUMARE
538,-46665854,-23563030,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HADDOCK LOBO,11983,AL LORENA,,JD AMERICA
539,-46696070,-23563286,355030862000152,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,PADRE CARVALHO,11991,RUA PDE CARVALHO,,PINHEIROS
540,-46689528,-23605785,355030835000183,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BREJO ALEGRE,30279,RUA INDIANA,,STO AMARO
541,-46688136,-23619008,355030835000126,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BROOKLIM PAULISTA,30457,RUA ROQUE PETRELA,,BROOKLIM PAULISTA
542,-46680414,-23557873,355030845000210,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,PINHEIROS,30651,PC BENEDITO CALIXTO,,PINHEIROS
543,-46674045,-23582933,355030835000109,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CHACARA ITAIM,31372,RUA PROF TAMANDARE DE TOLEDO,,JD PAULISTA
544,-46687862,-23547709,355030862000086,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,JARDIM DAS BANDEIRAS,40690,RUA LUMINARIAS,,JD DAS BANDEIRAS
545,-46696334,-23552629,355030802000059,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,EPEIRA,40746,RUA PDE ARTUR SOMENSI,,VL BEATRIZ
546,-46684543,-23612436,355030835000096,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,40797,RUA PENSYLVANIA,,CID MONCOES
547,-46652726,-23568436,355030845000161,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FERNAO CARDIM,41564,RUA FERNAO CARDIM,,CERQUEIRA CESAR
548,-46663451,-23568785,355030845000024,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM AMERICA,50059,RUA BARAO DE CAPANEMA,,JD AMERICA
549,-46687209,-23566770,355030862000039,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,CERQUEIRA CEZAR,50148,RUA ANTONIO BICUDO,,CERQUEIRA CEZAR
550,-46673815,-23595266,355030835000024,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,PORTO,50520,RUA JOAO CACHOEIRA C/ DR F HAIDAR,,VL OLIMPIA
551,-46698725,-23565625,355030862000073,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,AMARO CAVALHEIRO,50571,RUA AMARO CAVALHEIRO,,PINHEIROS
552,-46703775,-23543154,355030802000009,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,VILA IDA,50601,RUA REALENGO,,VL IDA
553,-46654714,-23571517,355030845000136,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM PAULISTA,60062,RUA CAP PINTO FERREIRA C/ BATATAES,,JD PAULISTA
554,-46679084,-23601517,355030835000014,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA UBERABINHA,60453,RUA BALUARTE,,VL OLIMPIA
555,-46688100,-23615375,355030835000118,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,BROOKLIN PAULISTA,60631,RUA GODOI COLACO,,BROOKLIN PAULISTA
556,-46716171,-23538048,355030802000064,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,DARDANELOS,60640,RUA DARDANELOS,,LAPA
557,-46689050,-23589279,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,IGUATEMI,70173,RUA SAO MARUM,,ITAIM BIBI
558,-46691700,-23556540,355030862000127,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,VILA MADALENA,70181,RUA MOURATO COELHO,,VL MADALENA
559,-46712970,-23497392,355030863000083,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,VILA BONILHA,10413,RUA ANTONIO CORREIA,,VL BONILHA
560,-46733650,-23448988,355030842000034,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOAO,11410,RUA PASTORIL DE ALMENARA,,PQ PAN AMERICANO
561,-46715251,-23451225,355030863000172,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM JOSE MARIA,11975,RUA SALTO DE ITARARE,,JD JOSE MARIA
