ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
135,-46667046,-23736941,355030830000073,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQUE RESIDENCIAL COCAIA I,41386,RUA RUBENS DE OLIVEIRA,,COCAIA
136,-46703336,-23710350,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,50709,RUA SAO GUILHERME,,CID DUTRA
137,-46695427,-23768509,355030830000077,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM MIRNA,50962,AV CARLOS ALBERTO BASTOS MACHADO,,COCAIA
138,-46693941,-23736838,355030830000422,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE SAO PAULO,51160,RUA GAETANO DONIZETTI,,PQ BRASIL
139,-46718013,-23669136,355030879000018,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM BESSA,51322,RUA AMARO LEITE,,JD BESSA
140,-46710670,-23671653,355030879000011,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,SOCORRO,60798,RUA DOS INOCENTES C/ MENDEL,,SOCORRO
141,-46710886,-23727325,355030823000057,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM DAS IMBUIAS,61115,RUA JOSE LUIZ MONTEIRO,,JD IMBUIAS
142,-46686720,-23713787,355030823000069,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PRIMAVERA,70491,RUA FRANCISCO BARRETO,,JD PRIMAVERA
143,-46708491,-23740957,355030823000190,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SAO JOSE,70750,AV CARLOS OBHERUBER,,STO AMARO
144,-46705090,-23683918,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA FRIBURGO,70777,AV BERNA,,VL FRIBURGO
145,-46684264,-23755346,355030830000016,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CONJ.RES.BRIG.FARIA LIMA,70815,RUA SAO CAETANO DO SUL,,GRAJAU
146,-46700469,-23756238,355030830000401,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PETRONITA,71145,RUA DR ANTONIO SIMOES DE CARVALHO,,JD SAO BERNARDO
147,-46694531,-23732108,355030823000041,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE DAS ARVORES,71323,AV DO ARVOREIRO,,CAPELA DO SOCORRO
148,-46667902,-23744947,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES. COCAIA INDEPENDENTE,71358,AV VER JOSE GOMES MORAES NETO,,PQ RESIDENCIAL
149,-46688036,-23702484,355030823000180,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SATELITE,71447,RUA CLAUDIO SERGIO BERE,,JD SATELITE
150,-46689547,-23772478,355030830000039,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ALMEIDA PRADO,71587,RUA MARCO AURELIO MARILAN,,JD ALMEIDA PRADO
151,-46703726,-23762238,355030830000087,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NATAL,72427,RUA MARTA MARIA BERNARDES,,VILA NATAL
152,-46660082,-23503267,355030821000038,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CHORA MENINO,10197,AV BARUEL,,BARUEL
153,-46653955,-23499693,355030821000003,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE PERUCHE,10200,RUA CARLOS BELMIRO CORREA,,PQ PERUCHE
154,-46678159,-23486383,355030850000034,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CANAA,10219,AV EULINA,,JD PRIMAVERA
155,-46660614,-23471082,355030813000036,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA NOVA CACHOEIRINHA,10278,RUA DOS PATIS,,VL BELA VISTA
156,-46672066,-23495368,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA PRADO,11118,RUA MARIA ELISA SIQUEIRA,,VL BARBOSA
157,-46651333,-23460027,355030813000060,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM PERI ALTO,11495,RUA SAO LOURENCO DO SUL,,JD PERI ALTO
158,-46670560,-23501044,355030850000050,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,LIMAO,12084,PC ANTONIO FRANCO VELASCO,,LIMAO
159,-46673502,-23481045,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,12211,RUA CLEUSA MILOCHI,,CACHOEIRINHA
160,-46667665,-23468010,355030813000039,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,FREGUESIA DO O,13609,RUA JERONIMO DE ANDRADE,,FREGUESIA DO O
161,-46647474,-23493986,355030870000147,3550308005065,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM CARDAMONE,30333,RUA WALDOMIRO SILVEIRA,,IMIRIM
162,-46663740,-23504873,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM DAS LARANJEIRAS,30716,RUA FREDERICO PENTEADO JUNIOR,,CASA VERDE
163,-46673497,-23485374,355030850000100,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,SANTA MARIA,30775,RUA TOMAZ ANTONIO VILANE,,VL STA MARIA
164,-46655545,-23511975,355030821000059,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MARAMBAIA,30813,RUA MARAMBAIA,,CASA VERDE
165,-46668175,-23459022,355030813000169,3550308005126,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM SANTA CRUZ,31186,RUA MONTE SAO MARTINHO,,JD STA CRUZ
166,-46656045,-23501397,355030821000129,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA ESPANHOLA,40185,RUA GALILEIA,,PQ PERUCHE
167,-46683896,-23501452,355030850000067,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA CAROLINA,40193,RUA ANTONIO MUNHOS BONILHA,,VL CAROLINA
168,-46653879,-23462427,355030813000021,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA CONTINENTAL,40347,AV MARIANA CALIGIURI RONCHETTI,,VL CONTINENTAL
169,-46663510,-23508324,355030821000126,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE SOUZA ARANHA,41947,RUA MOURAO VIEIRA,,PARQUE SOUZA ARANHA
170,-46668135,-23503638,355030850000062,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,BAIRRO DO LIMAO,50270,RUA MADALENA MADUREIRA,,CASA VERDE
171,-46664787,-23465286,355030813000189,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,ROSA DOS VENTOS,50377,RUA AUGUSTO GIL,,VL NOVA CACHOEIRINHA
172,-46655676,-23493298,355030821000010,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,GALO DE OURO,51039,RUA DR IGNACIO PROENCA GOUVEIA,,PQ PERUCHE
173,-46656909,-23505451,355030821000036,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE,60151,RUA CAETANO DESCO,,CASA VERDE
174,-46660663,-23490605,355030821000044,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CARMEM,60240,RUA CESAR PENA RAMOS,,CASA VERDE
175,-46658504,-23483093,355030821000105,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MANDIBA,60542,RUA LASAR SEGAL,,FREGUESIA DO O
176,-46673834,-23492474,355030850000117,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,DEPUTADO EMILIO CARLOS,60550,AV MONTE CELESTE,,LIMAO
177,-46664990,-23474441,355030813000074,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,70343,RUA JUARANA C/ DO CANAVIAL,,VL NOVA CACHOEIRINHA
178,-46675900,-23500439,355030850000051,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA SIQUEIRA,71102,RUA SALVADOR LIGABUE,,VL SIQUEIRA
179,-46663838,-23508818,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE SOUZA ARANHA,72524,RUA MOURAO VIEIRA,,PARQUE SOUZA ARANHA
180,-46669490,-23653667,355030822000324,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CASA PALMA,10790,AV CUPECE,,CID ADEMAR
181,-46637797,-23680990,355030822000220,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MIRIAM,10847,AV ANGELO CRISTIANINI,,JD MIRIAM
182,-46659953,-23691790,355030858000074,3550308005216,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,MAR PAULISTA,10871,RUA AUGUSTO DE CASTRO,,PEDREIRA
183,-46659573,-23675826,355030822000012,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA JOANISA,10960,RUA ESTANISLAU MONIUSKO,,VL JOANISA
184,-46647187,-23687150,355030822000155,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA MISSIONARIA,11231,RUA RAINHA DAS MISSOES,,VL MISSIONARIA
185,-46653890,-23681421,355030822000046,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM VILA LUCIA,11282,RUA DELFINO FACCHINA,,JD VERA LUCIA
186,-46671995,-23656382,355030822000213,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM PRUDENCIA,30465,RUA MARIA JOSE RANGEL,,JD PRUDENCIA
187,-46666183,-23669395,355030822000113,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA CONSTANCIA,30902,RUA SALVADOR RODRIGUES NEGRAO,,VL CONSTANCIA
188,-46669106,-23693237,355030858000127,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM UBIRAJARA,40762,AV BATISTA MACIEL,,JD UBIRAJARA
189,-46655786,-23663693,355030822000116,3550308005164,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE ADEMAR,40789,RUA VISCONDE DE STA ISABEL,,CID ADEMAR
190,-46640707,-23679652,355030822000221,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MIRIAM,40800,RUA BRAS DE ABREU,,JD MIRIAM
191,-46660521,-23689744,355030858000146,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,PEDREIRA,50750,AV AUGUSTO DE CASTRO,,PEDREIRA
192,-46667705,-23659594,355030822000186,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA FILOMENA,50776,RUA JOAO GOMES BATISTA,,JD CIDALIA
193,-46669915,-23665415,355030822000144,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA RICA,50784,AV CELSO DOS SANTOS,,STO AMARO
194,-46653606,-23664908,355030822000073,3550308005166,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE ADEMAR,60747,RUA ANTONIO DE PINHO AZEVEDO,,CID ADEMAR
195,-46646104,-23698344,355030858000238,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,REFUGIO SANTA TEREZINHA,60780,RUA DOS ANIQUIS E DOS CARATAIS,,PEDREIRA
196,-46662268,-23686398,355030822000340,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM NITEROI,61182,RUA EDUARDO PEREIRA RAMOS,,JD NITEROI
197,-46677229,-23658789,355030822000231,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MARAJOARA,71072,RUA JUCA DE AZEVEDO,,JD MARAJOARA
198,-46641457,-23674498,355030822000304,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM VILAS BOAS,71226,RUA LUIS STOLB,,JD VILAS BOAS
199,-46473066,-23492146,355030828000078,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO,10383,RUA SHOBEE KUMAGAI,,ERMELINO MATARAZZO
200,-46499362,-23513518,355030864000039,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA RIO BRANCO,10626,RUA FRANCISCO SOUZA QUEIROZ,,VL RIO BRANCO
201,-46508601,-23514438,355030864000107,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,SANTOS DUMONT,10731,AV CACHOEIRA SANTA CRUZ,,JD POPULAR
202,-46514370,-23510106,355030818000052,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA BUENOS AIRES,30473,AV BUENOS AIRES,,VL BUENOS AIRES
203,-46488844,-23484780,355030828000129,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,BRASILIA,30929,RUA BELIZARIO BENITES,,JD VERONIA
204,-46489436,-23503281,355030828000061,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,PONTE RAZA,40428,RUA BOAVENTURA R DA SILVA,,PONTE RAZA
205,-46472388,-23494742,355030828000080,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,COMENDADOR ERMELINO MATARAZZO,50431,RUA VITORIA SIMIONATO,,ERMELINO MATARAZZO
206,-46508218,-23515795,355030864000106,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM POPULAR,50547,RUA ANDRE NATALE,,JD POPULAR
207,-46493690,-23520002,355030864000035,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,AZEVEDO,50857,RUA HERMENEGILDO GOIS PARENTE,,JD LISBOA
208,-46486385,-23509816,355030864000045,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA PRIMA,51047,RUA HONORIO EMILIANO BUENO,,PONTE RAZA
209,-46480846,-23517373,355030864000083,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA,51586,RUA ACAIPE,,BURGO PAULISTA
210,-46481699,-23504687,355030828000057,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,PARQUE BOTURUSSU,60879,RUA DARIO COSTA MATOS,,ERMELINO MATARAZZO
211,-46488307,-23520148,355030864000031,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA,70572,RUA JOAO JOSE DE QUEIROZ,,SAO FRANCISCO
212,-46488436,-23489359,355030828000069,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM VERONIA,71285,RUA ANTONIO LEITE PENTEADO,,JD VERONIA
213,-46488746,-23507319,355030864000076,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA PONTE RASA,71730,RUA AGENOR DE BARROS,,VL PONTE RASA
214,-46496144,-23494283,355030828000123,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM PENHA,72087,RUA DO ACAPUZAL,,VL CISPER
215,-46685059,-23494622,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA DAS PALMEIRAS,10227,RUA BENEDITO GUEDES DE OLIVEIRA,,VL PALMEIRAS
216,-46701030,-23481683,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CRUZ DAS ALMAS,10405,ES DO SABAO,,CRUZ DAS ALMAS
217,-46680959,-23474080,355030811000120,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MARACANA,10570,RUA RODOLFO MARCOS TEOFILO,,JD ELISEO
218,-46680581,-23467003,355030811000019,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE BELEM,10979,AV GUILHERME DE ALMEIDA,,PQ BELEM
219,-46691525,-23452807,355030811000139,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM PRINCESA,12394,RUA VITANTONIO MATOROSA,,JARDIM PRINCESA
220,-46681768,-23450110,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM DO RECANTO,12548,RUA ARARIPIRA,,JARDIM DO RECANTO
221,-46701359,-23499020,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,FREGUESIA DO O,30350,RUA CHICO DE PAULA,,NOSSA SENHORA DO O
222,-46685290,-23480282,355030811000123,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BANCARIA,30597,RUA MARQUES DO RECIFE,,VL BANCARIA
223,-46694016,-23469518,355030811000128,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,GUARIROBA,30791,RUA JOSE FELIX ALVES PACHECO,,VL BRASILANDIA
224,-46683155,-23450265,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM VISTA ALEGRE,31160,RUA ITATIBA DO SUL,,JD VISTA ALEGRE
225,-46704814,-23485810,355030829000198,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA IORIO,40568,RUA JAGUARURAMA,,NOSSA SENHORA DO O
226,-46674004,-23468380,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA RICA,40614,RUA SPENCER VAMPRE,,VL RICA
227,-46694658,-23477611,355030829000064,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM IRACEMA,40754,RUA DOS MORGADOS,,JD IRACEMA
228,-46687658,-23471528,355030811000074,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BRASILANDIA,50385,RUA COLUMBIA,,VL BRASILANDIA
229,-46706394,-23490985,355030829000088,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA NIGRI,50504,RUA MOINHO VELHO,,VL NIGRI
230,-46689547,-23460850,355030811000234,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM GUARANI,51306,RUA SOUZA CARVALHO,,JD GUARANI
231,-46693651,-23495944,355030829000020,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,SANTA MARINA,60283,RUA ESTEVAO FURQUIM,,NOSSA SENHORA DO O
232,-46707373,-23482447,355030829000093,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA MIRIAM,60500,RUA ANTONIO GOMES DE OLIVEIRA,,VL MIRIAN
233,-46696976,-23493142,355030829000009,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM MONJOLO,60704,RUA NAZARIO PAGANO,,JD MONJOLO
234,-46675498,-23460247,355030811000150,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE TIETE,60844,RUA SAO FRANCISCO DO HUMAITA,,PQ TIETE
235,-46692782,-23488569,355030829000015,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,ITABERABA,70351,RUA DOS SITIANTES,,LIMAO
236,-46705716,-23497791,355030829000051,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA GONCALVES,70440,RUA DR JOSE DE QUEIROS MATOSO,,VILA GONCALVES
237,-46704665,-23469595,355030829000136,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MORRO GRANDE,70602,RUA MARIA NAZARO DA SILVA,,VL BRASILANDIA
238,-46698677,-23458146,355030811000212,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MUNIZ BARRETO,70696,RUA HELCIO DA SILVA,,VL BRASILANDIA
239,-46684814,-23468647,355030811000229,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM ANA MARIA,71250,RUA JAIRO PINTO ARAUJO,,JD ANA MARIA
240,-46707938,-23441668,355030811000204,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM BRASILIA,72460,RUA ALEXANDRE SILVA,,JARDIM BRASILIA
241,-46409138,-23550866,355030831000001,3550308005264,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,GUAIANAZES,10391,RUA COUTINHO E MELO,,GUAIANAZES
242,-46394790,-23565586,355030831000124,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,COHAB-JUSCELINO KUBTSCHECK,11835,AV UTARO KANAI C/ FESTA CHINESA,,JD SAO PAULO
243,-46398699,-23559049,355030831000070,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,JARDIM SAO PAULO,12513,RUA JERONIMO DIAS RIBEIRO,,JARDIM SAO PAULO
244,-46419040,-23546247,355030831000083,3550308005265,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,VILA PRINCESA ISABEL,31461,RUA COMTE CARLOS RHUL,,VL PRINCESA ISABEL
245,-46413469,-23538650,355030896000200,3550308005259,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,GUAIANAZES,40444,PC ANDES,,GUAIANAZES
246,-46399582,-23565857,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,JARDIM SAO PAULO,41580,AV UTARO KANAI C/ FESTA CHINESA,,JD SAO PAULO
247,-46400467,-23550881,355030831000042,3550308005264,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,JARDIM SOARES,41815,RUA INACIO MOREIRA,,JARDIM SOARES
248,-46405192,-23552921,355030831000010,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,JARDIM SAO PAULO,51608,RUA IDEAL,,JD SAO PAULO
249,-46403505,-23558259,355030831000048,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,JARDIM SAO PAULO,61697,RUA ALVARO DA COSTA,,JARDIM SAO PAULO
250,-46418016,-23528378,355030896000070,3550308005257,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,JARDIM CELIA,71030,RUA JOAQUIM MIGUEL DUTRA,,JD CELIA
251,-46395377,-23553649,355030831000068,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,VILA SAO GERALDO,71617,RUA CAMARGO LEME,,VL SAO GERALDO
252,-46426341,-23523125,355030896000157,3550308005257,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,LAJEADO,72222,RUA JOSE MARTINS DOS SANTOS,,LAJEADO
253,-46418993,-23544472,355030831000080,3550308005265,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,VILA PRINCESA ISABEL,72354,RUA IRMAO DEODORO,,VILA PRINCESA ISABEL
254,-46399554,-23565822,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,CONJUNTO JK,73806,AV UTARO KANAI C/ FESTA CHINESA,,JARDIM SAO PAULO
255,-46410916,-23585397,355030825000067,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB CIDADE TIRADENTES,11517,RUA PADRE ALDEMAR MOREIRA,,STA ETELVINA
256,-46467074,-23542614,355030837000186,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,COHAB-TIRADENTES I,11843,RUA BARTOLINO DE PADUA,,ITAQUERA
257,-46408145,-23591322,355030825000128,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJUNTO STA. ETELVINA,12076,AV NASCER DO SOL,,STA ETELVINA COHAB
258,-46393554,-23578531,355030825000077,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB SITIO CONCEICAO,12262,RUA WILSON FERNANDES S CARVALHO,,CID TIRADENTES
259,-46418184,-23565848,355030825000238,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJ HABIT FAZENDA DO CARMO,12351,AV HENRIQUETA NOGUEZ BRIEBA,,CJ HAB FAZENDA DO CA
260,-46406428,-23592090,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,METALURGICOS,12424,AV DOS METALURGICOS,,CIDADE TIRADENTES
261,-46386756,-23579037,355030825000180,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,VILA YOLANDA II,12483,RUA DR ADEMAR FERREIRA DE CARVALHO,,VILA YOLANDA II
262,-46401704,-23595792,355030825000279,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,SANTA ETELVINA,41327,AV LUIS JOSE COSTA (LEANDRO),,CID TIRADENTES COHAB
263,-46396529,-23594586,355030825000160,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES SETOR G,41637,RUA MOISES DE CORENA,,CID TIRADENTES
264,-46406280,-23592362,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,METALURGICOS,41742,AV DOS METALURGICOS,,CIDADE TIRADENTES
265,-46403608,-23590276,355030825000088,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB-TIRADENTES II,51209,AV DOS TEXTEIS,,ITAQUERA
266,-46406632,-23591733,355030825000127,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,METALURGICOS,51764,AV DOS METALURGICOS,,CIDADE TIRADENTES
